TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
CLE,CLE @ NOP,2024-03-13,W,36,87,35,73,0.4794520547945205,17,37,0.4594594594594595,0,0,,6,30,36,29,7,2,4,14,19,0
CHI,CHI @ IND,2024-03-13,W,36,93,33,63,0.5238095238095238,7,19,0.3684210526315789,20,23,0.8695652173913043,3,30,33,16,7,3,3,10,8,0
CHA,CHA @ MEM,2024-03-13,W,36,80,34,65,0.5230769230769231,12,32,0.375,0,0,,5,22,27,20,16,11,5,10,10,0
BKN,BKN @ ORL,2024-03-13,L,36,77,26,61,0.4262295081967213,5,23,0.21739130434782608,20,23,0.8695652173913043,5,15,20,16,11,7,1,16,-16,0
ATL,ATL @ POR,2024-03-13,L,36,75,29,66,0.4393939393939394,12,29,0.41379310344827586,5,8,0.625,9,21,30,15,13,8,5,13,-7,0
WAS,WAS @ MEM,2024-03-12,L,36,75,28,62,0.45161290322580644,10,28,0.35714285714285715,9,11,0.8181818181818182,3,18,21,21,10,6,2,13,-17,0
UTA,UTA vs. BOS,2024-03-12,L,36,91,35,67,0.5223880597014925,13,27,0.48148148148148145,8,9,0.8888888888888888,7,23,30,21,8,4,5,11,-7,1
SAS,SAS vs. HOU,2024-03-12,L,36,72,28,58,0.4827586206896552,9,29,0.3103448275862069,7,8,0.875,5,23,28,22,12,8,4,14,-4,1
SAC,SAC vs. MIL,2024-03-12,W,36,95,38,70,0.5428571428571428,12,30,0.4,7,9,0.7777777777777778,2,33,35,27,7,7,1,19,17,1
PHI,PHI @ NYK,2024-03-12,L,36,61,24,59,0.4067796610169492,8,29,0.27586206896551724,5,7,0.7142857142857143,4,16,20,15,8,5,2,12,-26,0
OKC,OKC vs. IND,2024-03-12,L,36,87,33,70,0.4714285714285714,12,28,0.42857142857142855,9,12,0.75,7,25,32,19,10,4,3,10,-7,1
NYK,NYK vs. PHI,2024-03-12,W,36,87,34,63,0.5396825396825397,12,32,0.375,7,9,0.7777777777777778,6,29,35,28,8,4,1,8,26,1
MIN,MIN @ LAC,2024-03-12,W,36,84,33,72,0.4583333333333333,8,27,0.2962962962962963,10,12,0.8333333333333334,16,22,38,16,9,9,4,15,6,0
MIL,MIL @ SAC,2024-03-12,L,36,78,25,61,0.4098360655737705,6,27,0.2222222222222222,22,28,0.7857142857142857,5,28,33,19,9,3,2,12,-17,0
MEM,MEM vs. WAS,2024-03-12,W,36,92,36,76,0.47368421052631576,7,24,0.2916666666666667,13,17,0.7647058823529411,14,29,43,22,11,6,4,13,17,1
LAC,LAC vs. MIN,2024-03-12,L,36,78,25,54,0.46296296296296297,9,22,0.4090909090909091,19,21,0.9047619047619048,6,22,28,15,15,7,3,15,-6,1
IND,IND @ OKC,2024-03-12,W,36,94,39,69,0.5652173913043478,7,22,0.3181818181818182,9,11,0.8181818181818182,4,28,32,28,7,6,7,8,7,0
HOU,HOU @ SAS,2024-03-12,W,36,76,29,63,0.4603174603174603,6,25,0.24,12,13,0.9230769230769231,8,20,28,15,12,9,3,13,4,0
BOS,BOS @ UTA,2024-03-12,W,36,98,36,71,0.5070422535211268,17,37,0.4594594594594595,9,11,0.8181818181818182,9,21,30,21,7,4,6,9,7,0
TOR,TOR @ DEN,2024-03-11,L,36,98,38,73,0.5205479452054794,11,26,0.4230769230769231,11,14,0.7857142857142857,11,25,36,26,11,6,3,12,5,0
SAS,SAS vs. GSW,2024-03-11,L,36,78,33,72,0.4583333333333333,10,27,0.37037037037037035,2,4,0.5,9,27,36,22,12,5,7,12,-12,1
POR,POR vs. BOS,2024-03-11,L,36,75,29,63,0.4603174603174603,8,23,0.34782608695652173,9,9,1.0,4,23,27,14,7,3,4,8,-13,1
PHX,PHX @ CLE,2024-03-11,W,36,97,40,68,0.5882352941176471,10,25,0.4,7,13,0.5384615384615384,11,24,35,20,11,5,4,14,6,0
GSW,GSW @ SAS,2024-03-11,W,36,90,37,71,0.5211267605633803,11,22,0.5,5,9,0.5555555555555556,7,26,33,21,11,6,3,12,12,0
DET,DET vs. CHA,2024-03-11,W,36,86,31,63,0.49206349206349204,10,35,0.2857142857142857,14,16,0.875,5,33,38,21,11,6,4,9,19,1
DEN,DEN vs. TOR,2024-03-11,W,36,93,38,73,0.5205479452054794,7,23,0.30434782608695654,10,15,0.6666666666666666,8,22,30,28,8,8,6,9,-5,1
DAL,DAL @ CHI,2024-03-11,W,36,98,40,72,0.5555555555555556,11,33,0.3333333333333333,7,8,0.875,8,32,40,27,4,7,3,11,34,0
CLE,CLE vs. PHX,2024-03-11,L,36,91,33,67,0.4925373134328358,14,39,0.358974358974359,11,13,0.8461538461538461,6,19,25,25,8,8,0,12,-6,1
CHI,CHI vs. DAL,2024-03-11,L,36,64,24,67,0.3582089552238806,5,28,0.17857142857142858,11,15,0.7333333333333333,11,20,31,12,9,4,2,8,-34,1
CHA,CHA @ DET,2024-03-11,L,36,67,26,67,0.3880597014925373,9,29,0.3103448275862069,6,8,0.75,6,23,29,20,9,6,1,10,-19,0
BOS,BOS @ POR,2024-03-11,W,36,88,37,79,0.46835443037974683,9,30,0.3,5,8,0.625,12,27,39,27,3,5,6,10,13,0
WAS,WAS @ MIA,2024-03-10,W,36,81,30,65,0.46153846153846156,10,30,0.3333333333333333,11,15,0.7333333333333333,5,24,29,26,10,4,4,11,-1,0
SAC,SAC vs. HOU,2024-03-10,L,36,73,29,65,0.4461538461538462,4,22,0.18181818181818182,11,13,0.8461538461538461,6,27,33,19,12,7,3,15,-13,1
PHI,PHI @ NYK,2024-03-10,W,36,63,25,65,0.38461538461538464,6,23,0.2608695652173913,7,9,0.7777777777777778,11,22,33,15,9,7,4,10,7,0
ORL,ORL vs. IND,2024-03-10,L,36,71,25,64,0.390625,5,25,0.2,16,22,0.7272727272727273,9,26,35,12,12,5,0,22,-15,1
OKC,OKC vs. MEM,2024-03-10,W,36,102,41,72,0.5694444444444444,17,36,0.4722222222222222,3,3,1.0,5,28,33,31,7,7,5,12,34,1
NYK,NYK vs. PHI,2024-03-10,L,36,56,21,60,0.35,7,31,0.22580645161290322,7,11,0.6363636363636364,13,28,41,15,18,7,3,9,-7,1
NOP,NOP @ ATL,2024-03-10,W,36,80,30,56,0.5357142857142857,10,21,0.47619047619047616,10,14,0.7142857142857143,2,35,37,23,10,5,7,9,15,0
MIN,MIN @ LAL,2024-03-10,L,36,92,36,74,0.4864864864864865,13,34,0.38235294117647056,7,9,0.7777777777777778,9,19,28,24,10,8,4,13,1,0
MIL,MIL @ LAC,2024-03-10,W,36,91,34,69,0.4927536231884058,12,26,0.46153846153846156,11,16,0.6875,5,25,30,25,4,4,6,10,6,0
MIA,MIA vs. WAS,2024-03-10,L,36,82,34,66,0.5151515151515151,7,19,0.3684210526315789,7,12,0.5833333333333334,9,28,37,17,12,6,6,13,1,1
MEM,MEM @ OKC,2024-03-10,L,36,68,23,59,0.3898305084745763,10,28,0.35714285714285715,12,17,0.7058823529411765,6,21,27,15,14,6,4,13,-34,0
LAL,LAL vs. MIN,2024-03-10,W,36,91,34,61,0.5573770491803278,9,17,0.5294117647058824,14,20,0.7,9,28,37,25,18,7,3,8,-1,1
LAC,LAC vs. MIL,2024-03-10,L,36,85,34,79,0.43037974683544306,10,34,0.29411764705882354,7,8,0.875,14,27,41,21,8,3,7,15,-6,1
IND,IND @ ORL,2024-03-10,W,36,86,31,61,0.5081967213114754,4,16,0.25,20,25,0.8,4,29,33,15,8,4,6,17,15,0
HOU,HOU @ SAC,2024-03-10,W,36,86,31,63,0.49206349206349204,9,22,0.4090909090909091,15,19,0.7894736842105263,3,29,32,17,9,7,0,12,13,0
CLE,CLE vs. BKN,2024-03-10,L,36,80,28,55,0.509090909090909,12,25,0.48,12,16,0.75,3,19,22,20,11,7,3,15,-16,1
BKN,BKN @ CLE,2024-03-10,W,36,96,34,63,0.5396825396825397,13,23,0.5652173913043478,15,17,0.8823529411764706,8,22,30,27,9,7,1,12,16,0
ATL,ATL vs. NOP,2024-03-10,L,36,65,23,69,0.3333333333333333,10,35,0.2857142857142857,9,10,0.9,9,23,32,18,8,5,3,9,-15,1
UTA,UTA @ DEN,2024-03-09,L,36,88,36,74,0.4864864864864865,7,22,0.3181818181818182,9,12,0.75,11,17,28,17,12,6,2,10,-14,0
TOR,TOR @ POR,2024-03-09,L,36,81,30,62,0.4838709677419355,12,30,0.4,9,10,0.9,5,23,28,21,14,7,3,12,-11,0
SAS,SAS @ GSW,2024-03-09,W,36,96,34,64,0.53125,16,26,0.6153846153846154,12,18,0.6666666666666666,5,31,36,26,10,4,6,18,17,0
POR,POR vs. TOR,2024-03-09,W,36,92,34,72,0.4722222222222222,11,29,0.3793103448275862,13,14,0.9285714285714286,14,25,39,20,10,5,2,12,11,1
PHX,PHX vs. BOS,2024-03-09,L,36,78,32,67,0.47761194029850745,6,22,0.2727272727272727,8,13,0.6153846153846154,8,25,33,15,12,5,1,10,-9,1
LAC,LAC vs. CHI,2024-03-09,W,36,83,33,65,0.5076923076923077,8,25,0.32,9,10,0.9,5,25,30,23,12,4,5,13,-2,1
GSW,GSW vs. SAS,2024-03-09,L,36,79,27,66,0.4090909090909091,9,23,0.391304347826087,16,24,0.6666666666666666,8,25,33,18,9,7,6,17,-17,1
DET,DET vs. DAL,2024-03-09,L,36,88,30,70,0.42857142857142855,10,31,0.3225806451612903,18,22,0.8181818181818182,15,28,43,16,15,5,2,18,-16,1
DEN,DEN vs. UTA,2024-03-09,W,36,102,40,64,0.625,15,26,0.5769230769230769,7,8,0.875,5,20,25,29,12,7,7,13,14,1
DAL,DAL @ DET,2024-03-09,W,36,104,39,71,0.5492957746478874,12,31,0.3870967741935484,14,18,0.7777777777777778,4,23,27,21,9,9,5,12,16,0
CHI,CHI @ LAC,2024-03-09,L,36,85,32,68,0.47058823529411764,12,26,0.46153846153846156,9,9,1.0,9,20,29,22,9,6,2,13,2,0
CHA,CHA vs. BKN,2024-03-09,W,36,90,36,62,0.5806451612903226,10,22,0.45454545454545453,8,9,0.8888888888888888,6,26,32,23,13,5,3,13,8,1
BOS,BOS @ PHX,2024-03-09,W,36,87,35,75,0.4666666666666667,11,32,0.34375,6,7,0.8571428571428571,11,26,37,21,9,6,4,10,9,0
BKN,BKN @ CHA,2024-03-09,L,36,82,30,69,0.43478260869565216,11,31,0.3548387096774194,11,15,0.7333333333333333,12,16,28,18,10,4,2,8,-8,0
WAS,WAS vs. CHA,2024-03-08,W,36,68,27,67,0.40298507462686567,4,29,0.13793103448275862,10,13,0.7692307692307693,7,30,37,15,10,4,9,13,-8,1
POR,POR vs. HOU,2024-03-08,L,36,87,30,66,0.45454545454545453,14,29,0.4827586206896552,13,19,0.6842105263157895,12,23,35,18,13,5,3,11,-5,1
PHI,PHI vs. NOP,2024-03-08,L,36,61,22,67,0.3283582089552239,5,29,0.1724137931034483,12,16,0.75,11,21,32,12,11,6,6,14,-23,1
ORL,ORL @ NYK,2024-03-08,L,36,54,20,60,0.3333333333333333,4,16,0.25,10,15,0.6666666666666666,10,18,28,10,11,4,7,9,-26,0
OKC,OKC vs. MIA,2024-03-08,W,36,77,30,67,0.44776119402985076,9,29,0.3103448275862069,8,9,0.8888888888888888,4,27,31,22,7,5,5,11,4,1
NYK,NYK vs. ORL,2024-03-08,W,36,80,31,60,0.5166666666666667,13,23,0.5652173913043478,5,6,0.8333333333333334,8,24,32,16,11,6,9,11,26,1
NOP,NOP @ PHI,2024-03-08,W,36,84,28,60,0.4666666666666667,10,24,0.4166666666666667,18,19,0.9473684210526315,6,33,39,17,11,6,9,14,23,0
MIN,MIN @ CLE,2024-03-08,L,36,80,30,65,0.46153846153846156,6,17,0.35294117647058826,14,17,0.8235294117647058,4,29,33,17,10,5,3,16,1,0
MIL,MIL @ LAL,2024-03-08,L,36,90,35,72,0.4861111111111111,12,31,0.3870967741935484,8,10,0.8,5,26,31,19,7,3,1,13,-6,0
MIA,MIA @ OKC,2024-03-08,L,36,73,27,61,0.4426229508196721,9,23,0.391304347826087,10,13,0.7692307692307693,5,31,36,18,11,5,5,11,-4,0
MEM,MEM vs. ATL,2024-03-08,L,36,72,24,58,0.41379310344827586,8,21,0.38095238095238093,16,20,0.8,7,20,27,19,9,9,8,14,-8,1
LAL,LAL vs. MIL,2024-03-08,W,36,96,38,67,0.5671641791044776,11,21,0.5238095238095238,9,14,0.6428571428571429,3,27,30,22,5,2,5,10,6,1
HOU,HOU @ POR,2024-03-08,W,36,92,34,64,0.53125,11,23,0.4782608695652174,13,20,0.65,5,24,29,27,7,9,6,11,5,0
CLE,CLE vs. MIN,2024-03-08,W,36,79,26,63,0.4126984126984127,10,26,0.38461538461538464,17,21,0.8095238095238095,4,26,30,19,10,6,5,13,-1,1
CHA,CHA @ WAS,2024-03-08,L,36,76,31,76,0.40789473684210525,8,33,0.24242424242424243,6,9,0.6666666666666666,11,34,45,15,6,6,4,11,8,0
ATL,ATL @ MEM,2024-03-08,W,36,80,31,67,0.4626865671641791,11,27,0.4074074074074074,7,9,0.7777777777777778,13,24,37,17,12,5,4,15,8,0
TOR,TOR @ PHX,2024-03-07,L,36,82,30,72,0.4166666666666667,13,35,0.37142857142857144,9,13,0.6923076923076923,6,22,28,22,6,5,2,14,-7,0
SAS,SAS @ SAC,2024-03-07,L,36,95,35,67,0.5223880597014925,12,25,0.48,13,13,1.0,4,21,25,30,9,6,2,14,-5,0
SAC,SAC vs. SAS,2024-03-07,W,36,100,39,76,0.5131578947368421,9,27,0.3333333333333333,13,13,1.0,11,26,37,27,10,7,2,10,5,1
PHX,PHX vs. TOR,2024-03-07,W,36,89,32,66,0.48484848484848486,13,30,0.43333333333333335,12,14,0.8571428571428571,8,33,41,21,14,3,5,13,7,1
MIN,MIN @ IND,2024-03-07,W,36,83,35,76,0.4605263157894737,5,22,0.22727272727272727,8,10,0.8,9,27,36,18,8,7,5,17,0,0
MIA,MIA @ DAL,2024-03-07,L,36,83,31,61,0.5081967213114754,14,30,0.4666666666666667,7,13,0.5384615384615384,2,27,29,25,10,5,1,14,-8,0
IND,IND vs. MIN,2024-03-07,L,36,83,31,60,0.5166666666666667,8,20,0.4,13,18,0.7222222222222222,4,26,30,22,13,3,6,17,0,1
GSW,GSW vs. CHI,2024-03-07,L,36,89,30,69,0.43478260869565216,9,33,0.2727272727272727,20,24,0.8333333333333334,8,28,36,22,9,5,2,12,-10,1
DET,DET vs. BKN,2024-03-07,W,36,85,33,65,0.5076923076923077,9,22,0.4090909090909091,10,10,1.0,13,27,40,20,17,5,3,10,4,1
DEN,DEN vs. BOS,2024-03-07,W,36,90,35,69,0.5072463768115942,4,16,0.25,16,16,1.0,6,26,32,22,4,9,2,12,10,1
DAL,DAL vs. MIA,2024-03-07,W,36,91,32,68,0.47058823529411764,12,31,0.3870967741935484,15,19,0.7894736842105263,7,27,34,22,6,5,4,12,8,1
CHI,CHI @ GSW,2024-03-07,W,36,99,39,72,0.5416666666666666,14,31,0.45161290322580644,7,9,0.7777777777777778,5,27,32,24,8,6,2,16,10,0
BOS,BOS @ DEN,2024-03-07,L,36,80,32,66,0.48484848484848486,8,26,0.3076923076923077,8,14,0.5714285714285714,11,25,36,18,11,3,3,13,-10,0
BKN,BKN @ DET,2024-03-07,L,36,81,32,63,0.5079365079365079,14,31,0.45161290322580644,3,5,0.6,2,17,19,18,11,9,4,10,-4,0
WAS,WAS vs. ORL,2024-03-06,L,36,83,30,63,0.47619047619047616,11,30,0.36666666666666664,12,13,0.9230769230769231,6,22,28,20,8,7,4,15,-1,1
UTA,UTA vs. CHI,2024-03-06,L,36,83,31,74,0.4189189189189189,10,37,0.2702702702702703,11,13,0.8461538461538461,13,26,39,19,5,2,3,9,-10,1
SAC,SAC @ LAL,2024-03-06,W,36,104,41,71,0.5774647887323944,12,28,0.42857142857142855,10,12,0.8333333333333334,4,31,35,27,10,3,2,22,12,0
POR,POR vs. OKC,2024-03-06,L,36,87,30,57,0.5263157894736842,9,23,0.391304347826087,18,21,0.8571428571428571,5,22,27,21,14,5,2,19,-10,1
PHI,PHI vs. MEM,2024-03-06,L,36,93,32,74,0.43243243243243246,12,28,0.42857142857142855,17,19,0.8947368421052632,12,23,35,21,8,8,6,13,12,1
ORL,ORL @ WAS,2024-03-06,W,36,84,31,61,0.5081967213114754,8,17,0.47058823529411764,14,16,0.875,7,26,33,14,12,4,1,8,1,0
OKC,OKC @ POR,2024-03-06,W,36,97,34,60,0.5666666666666667,7,16,0.4375,22,26,0.8461538461538461,5,22,27,16,9,7,3,14,10,0
MIL,MIL @ GSW,2024-03-06,L,36,81,30,65,0.46153846153846156,10,26,0.38461538461538464,11,15,0.7333333333333333,6,24,30,18,11,5,5,8,-12,0
MEM,MEM @ PHI,2024-03-06,W,36,81,31,67,0.4626865671641791,10,31,0.3225806451612903,9,12,0.75,10,25,35,16,12,1,9,10,-12,0
LAL,LAL vs. SAC,2024-03-06,L,36,92,30,63,0.47619047619047616,11,23,0.4782608695652174,21,25,0.84,3,24,27,19,8,3,4,12,-12,1
LAC,LAC @ HOU,2024-03-06,W,36,80,31,62,0.5,8,23,0.34782608695652173,10,11,0.9090909090909091,5,27,32,13,9,3,6,11,-6,0
HOU,HOU vs. LAC,2024-03-06,L,36,86,32,71,0.4507042253521127,13,32,0.40625,9,13,0.6923076923076923,9,22,31,23,6,6,1,11,6,1
GSW,GSW vs. MIL,2024-03-06,W,36,93,38,72,0.5277777777777778,13,29,0.4482758620689655,4,6,0.6666666666666666,7,27,34,28,11,7,8,12,12,1
CLE,CLE @ ATL,2024-03-06,L,36,89,33,67,0.4925373134328358,10,33,0.30303030303030304,13,16,0.8125,6,27,33,24,11,2,3,15,2,0
CHI,CHI @ UTA,2024-03-06,W,36,93,35,69,0.5072463768115942,17,38,0.4473684210526316,6,8,0.75,5,26,31,26,4,4,2,11,10,0
ATL,ATL vs. CLE,2024-03-06,W,36,87,33,65,0.5076923076923077,8,22,0.36363636363636365,13,18,0.7222222222222222,5,22,27,20,6,4,2,17,-2,1
TOR,TOR vs. NOP,2024-03-05,L,36,76,29,68,0.4264705882352941,12,32,0.375,6,14,0.42857142857142855,6,23,29,16,11,6,5,8,-30,1
SAS,SAS @ HOU,2024-03-05,L,36,77,30,68,0.4411764705882353,10,26,0.38461538461538464,7,10,0.7,11,33,44,20,13,1,7,10,-3,0
PHX,PHX @ DEN,2024-03-05,W,36,90,31,65,0.47692307692307695,10,22,0.45454545454545453,18,22,0.8181818181818182,4,31,35,24,6,6,6,14,9,0
PHI,PHI @ BKN,2024-03-05,L,36,83,30,60,0.5,11,25,0.44,12,16,0.75,5,25,30,19,9,5,2,14,3,0
ORL,ORL @ CHA,2024-03-05,W,36,75,29,53,0.5471698113207547,10,25,0.4,7,14,0.5,8,25,33,16,17,8,1,13,9,0
NYK,NYK vs. ATL,2024-03-05,L,36,78,30,72,0.4166666666666667,11,34,0.3235294117647059,7,9,0.7777777777777778,9,21,30,21,9,7,6,11,-5,1
NOP,NOP @ TOR,2024-03-05,W,36,106,40,72,0.5555555555555556,18,34,0.5294117647058824,8,10,0.8,9,33,42,29,10,8,3,12,30,0
MIA,MIA vs. DET,2024-03-05,W,36,93,34,66,0.5151515151515151,12,20,0.6,13,15,0.8666666666666667,7,23,30,24,7,6,1,11,5,1
IND,IND @ DAL,2024-03-05,W,36,106,38,70,0.5428571428571428,11,26,0.4230769230769231,19,24,0.7916666666666666,7,25,32,27,6,2,2,16,18,0
HOU,HOU vs. SAS,2024-03-05,W,36,80,33,80,0.4125,7,31,0.22580645161290322,7,11,0.6363636363636364,12,26,38,17,3,9,5,9,3,1
DET,DET @ MIA,2024-03-05,L,36,88,31,65,0.47692307692307695,9,30,0.3,17,19,0.8947368421052632,9,22,31,22,8,4,3,10,-5,0
DEN,DEN vs. PHX,2024-03-05,L,36,81,31,67,0.4626865671641791,11,24,0.4583333333333333,8,12,0.6666666666666666,6,29,35,18,9,4,4,14,-9,1
DAL,DAL vs. IND,2024-03-05,L,36,88,32,70,0.45714285714285713,10,30,0.3333333333333333,14,17,0.8235294117647058,8,26,34,14,8,4,3,22,-18,1
CLE,CLE vs. BOS,2024-03-05,W,36,71,28,75,0.37333333333333335,12,31,0.3870967741935484,3,3,1.0,7,24,31,20,6,9,2,9,-16,1
CHA,CHA vs. ORL,2024-03-05,L,36,66,24,54,0.4444444444444444,10,26,0.38461538461538464,8,8,1.0,3,19,22,13,16,7,1,15,-9,1
BOS,BOS @ CLE,2024-03-05,L,36,87,31,67,0.4626865671641791,15,30,0.5,10,11,0.9090909090909091,10,35,45,20,11,5,9,8,16,0
BKN,BKN vs. PHI,2024-03-05,W,36,80,31,67,0.4626865671641791,10,27,0.37037037037037035,8,10,0.8,8,25,33,20,10,3,5,12,-3,1
ATL,ATL @ NYK,2024-03-05,W,36,83,31,69,0.4492753623188406,9,27,0.3333333333333333,12,14,0.8571428571428571,10,27,37,17,12,5,4,9,5,0
WAS,WAS @ UTA,2024-03-04,L,36,101,36,74,0.4864864864864865,16,31,0.5161290322580645,13,15,0.8666666666666667,9,26,35,26,11,6,3,9,-1,0
UTA,UTA vs. WAS,2024-03-04,W,36,102,39,77,0.5064935064935064,12,28,0.42857142857142855,12,14,0.8571428571428571,9,26,35,24,10,6,6,10,1,1
SAC,SAC vs. CHI,2024-03-04,L,36,91,35,72,0.4861111111111111,11,31,0.3548387096774194,10,10,1.0,14,27,41,23,12,5,5,15,14,1
POR,POR @ MIN,2024-03-04,L,36,82,34,68,0.5,11,26,0.4230769230769231,3,6,0.5,8,22,30,20,9,4,3,20,-6,0
OKC,OKC @ LAL,2024-03-04,L,36,72,25,72,0.3472222222222222,11,28,0.39285714285714285,11,11,1.0,10,18,28,13,7,10,6,17,-17,0
MIN,MIN vs. POR,2024-03-04,W,36,88,29,58,0.5,7,22,0.3181818181818182,23,29,0.7931034482758621,9,21,30,20,8,5,5,12,6,1
MIL,MIL vs. LAC,2024-03-04,W,36,73,24,57,0.42105263157894735,9,28,0.32142857142857145,16,19,0.8421052631578947,4,27,31,12,10,5,2,12,-8,1
MEM,MEM @ BKN,2024-03-04,W,36,80,30,63,0.47619047619047616,11,29,0.3793103448275862,9,12,0.75,8,28,36,22,12,4,2,15,3,0
LAL,LAL vs. OKC,2024-03-04,W,36,89,32,60,0.5333333333333333,9,21,0.42857142857142855,16,21,0.7619047619047619,9,36,45,22,16,6,7,11,17,1
LAC,LAC @ MIL,2024-03-04,L,36,81,30,64,0.46875,11,26,0.4230769230769231,10,14,0.7142857142857143,4,29,33,20,10,8,2,16,8,0
CHI,CHI @ SAC,2024-03-04,W,36,77,29,65,0.4461538461538462,9,29,0.3103448275862069,10,13,0.7692307692307693,5,19,24,20,9,6,1,11,-14,0
BKN,BKN vs. MEM,2024-03-04,L,36,77,28,60,0.4666666666666667,12,30,0.4,9,19,0.47368421052631576,8,17,25,22,9,6,5,12,-3,1
TOR,TOR vs. CHA,2024-03-03,W,36,82,33,68,0.4852941176470588,9,28,0.32142857142857145,7,10,0.7,9,25,34,20,14,7,5,12,7,1
SAS,SAS vs. IND,2024-03-03,W,36,86,35,70,0.5,8,21,0.38095238095238093,8,10,0.8,9,28,37,25,11,6,7,13,9,1
PHX,PHX vs. OKC,2024-03-03,L,36,85,30,70,0.42857142857142855,10,29,0.3448275862068966,15,16,0.9375,11,29,40,19,16,2,6,10,-4,1
PHI,PHI @ DAL,2024-03-03,W,36,90,32,70,0.45714285714285713,9,30,0.3,17,18,0.9444444444444444,10,25,35,19,5,9,4,13,14,0
ORL,ORL vs. DET,2024-03-03,W,36,89,33,52,0.6346153846153846,5,15,0.3333333333333333,18,20,0.9,4,31,35,17,16,2,6,12,18,1
OKC,OKC @ PHX,2024-03-03,W,36,89,37,81,0.4567901234567901,8,27,0.2962962962962963,7,9,0.7777777777777778,9,24,33,18,6,10,6,14,4,0
NYK,NYK @ CLE,2024-03-03,W,36,87,35,64,0.546875,11,25,0.44,6,9,0.6666666666666666,5,30,35,26,9,7,7,10,9,0
MIN,MIN vs. LAC,2024-03-03,L,36,68,23,58,0.39655172413793105,7,23,0.30434782608695654,15,16,0.9375,6,31,37,17,9,4,5,8,1,1
LAC,LAC @ MIN,2024-03-03,W,36,67,24,65,0.36923076923076925,8,26,0.3076923076923077,11,12,0.9166666666666666,6,25,31,13,8,5,5,11,-1,0
IND,IND @ SAS,2024-03-03,L,36,77,30,72,0.4166666666666667,4,23,0.17391304347826086,13,15,0.8666666666666667,11,25,36,14,11,7,3,7,-9,0
GSW,GSW @ BOS,2024-03-03,L,36,62,25,67,0.373134328358209,4,28,0.14285714285714285,8,11,0.7272727272727273,8,23,31,17,12,2,1,12,-53,0
DET,DET @ ORL,2024-03-03,L,36,71,26,68,0.38235294117647056,7,27,0.25925925925925924,12,14,0.8571428571428571,5,14,19,18,7,7,2,14,-18,0
DAL,DAL vs. PHI,2024-03-03,L,36,76,26,62,0.41935483870967744,10,29,0.3448275862068966,14,17,0.8235294117647058,8,25,33,15,15,4,2,11,-14,1
CLE,CLE vs. NYK,2024-03-03,L,36,78,32,70,0.45714285714285713,12,36,0.3333333333333333,2,6,0.3333333333333333,9,21,30,28,9,7,2,9,-9,1
CHA,CHA @ TOR,2024-03-03,L,36,75,32,70,0.45714285714285713,4,18,0.2222222222222222,7,11,0.6363636363636364,9,23,32,16,12,7,2,8,-7,0
BOS,BOS vs. GSW,2024-03-03,W,36,115,43,71,0.6056338028169014,20,36,0.5555555555555556,9,11,0.8181818181818182,4,34,38,27,3,6,4,14,53,1
UTA,UTA @ MIA,2024-03-02,L,36,90,31,67,0.4626865671641791,10,27,0.37037037037037035,18,22,0.8181818181818182,10,22,32,18,6,3,5,12,0,0
POR,POR @ MEM,2024-03-02,W,36,61,23,62,0.3709677419354839,7,26,0.2692307692307692,8,11,0.7272727272727273,6,25,31,13,19,7,4,17,-17,0
PHX,PHX vs. HOU,2024-03-02,L,36,79,28,66,0.42424242424242425,6,22,0.2727272727272727,17,21,0.8095238095238095,6,29,35,17,12,3,4,11,-10,1
MIA,MIA vs. UTA,2024-03-02,W,36,90,33,66,0.5,12,28,0.42857142857142855,12,13,0.9230769230769231,6,20,26,26,6,4,4,16,0,1
MEM,MEM vs. POR,2024-03-02,L,36,78,25,60,0.4166666666666667,12,29,0.41379310344827586,16,22,0.7272727272727273,5,31,36,17,15,14,8,9,17,1
LAL,LAL vs. DEN,2024-03-02,L,36,89,36,68,0.5294117647058824,9,21,0.42857142857142855,8,10,0.8,2,22,24,26,4,4,3,7,0,1
HOU,HOU @ PHX,2024-03-02,W,36,89,32,72,0.4444444444444444,14,32,0.4375,11,15,0.7333333333333333,7,31,38,22,9,8,2,17,10,0
DEN,DEN @ LAL,2024-03-02,W,36,89,39,70,0.5571428571428572,7,19,0.3684210526315789,4,6,0.6666666666666666,9,29,38,24,9,4,5,7,0,0
BKN,BKN vs. ATL,2024-03-02,W,36,90,32,68,0.47058823529411764,13,27,0.48148148148148145,13,18,0.7222222222222222,10,27,37,22,7,2,8,12,10,1
ATL,ATL @ BKN,2024-03-02,L,36,80,30,69,0.43478260869565216,11,28,0.39285714285714285,9,13,0.6923076923076923,9,23,32,21,7,3,2,15,-10,0
WAS,WAS @ LAC,2024-03-01,L,36,85,34,75,0.4533333333333333,10,28,0.35714285714285715,7,9,0.7777777777777778,7,23,30,23,7,4,2,12,-25,0
TOR,TOR vs. GSW,2024-03-01,L,36,83,32,72,0.4444444444444444,9,33,0.2727272727272727,10,13,0.7692307692307693,8,30,38,22,11,7,1,9,-10,1
