TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
BOS,BOS @ IND,2023-12-04,L,12,34,13,22,59.1,3,8,37.5,5,6,83.3,2,8,10,8,4,2,2,8,-3,0
UTA,UTA vs. POR,2023-12-02,W,12,22,7,19,36.8,1,8,12.5,7,9,77.8,5,8,13,4,5,0,1,4,-10,1
SAC,SAC vs. DEN,2023-12-02,W,12,35,13,28,46.4,3,7,42.9,6,8,75.0,5,9,14,8,3,1,0,2,-4,1
POR,POR @ UTA,2023-12-02,L,12,32,12,23,52.2,4,10,40.0,4,4,100.0,3,5,8,6,0,3,3,4,10,0
PHX,PHX vs. MEM,2023-12-02,W,12,32,8,19,42.1,2,6,33.3,14,15,93.3,3,7,10,4,4,1,1,6,-5,1
ORL,ORL @ BKN,2023-12-02,L,12,16,7,19,36.8,2,12,16.7,0,1,0.0,0,8,8,5,4,1,0,7,-15,0
OKC,OKC @ DAL,2023-12-02,W,12,19,7,21,33.3,2,9,22.2,3,4,75.0,4,6,10,3,6,1,2,2,-17,0
NOP,NOP @ CHI,2023-12-02,L,12,36,9,17,52.9,2,6,33.3,16,17,94.1,2,7,9,4,4,3,1,6,1,0
MIN,MIN @ CHA,2023-12-02,W,12,35,9,19,47.4,3,6,50.0,14,17,82.4,4,9,13,7,0,1,2,3,5,0
MIL,MIL vs. ATL,2023-12-02,W,12,33,15,25,60.0,3,7,42.9,0,1,0.0,3,10,13,8,2,1,2,6,10,1
MIA,MIA vs. IND,2023-12-02,L,12,31,10,16,62.5,2,5,40.0,9,10,90.0,0,1,1,4,2,2,0,5,-7,1
MEM,MEM @ PHX,2023-12-02,L,12,37,13,21,61.9,2,5,40.0,9,11,81.8,2,8,10,4,2,3,0,11,5,0
LAL,LAL vs. HOU,2023-12-02,W,12,21,8,21,38.1,1,7,14.3,4,9,44.4,1,10,11,6,2,4,0,7,-4,1
LAC,LAC vs. GSW,2023-12-02,W,12,28,12,20,60.0,3,9,33.3,1,3,33.3,1,7,8,8,2,1,1,7,8,1
IND,IND @ MIA,2023-12-02,W,12,38,14,17,82.4,5,7,71.4,5,5,100.0,0,7,7,9,4,1,0,8,7,0
HOU,HOU @ LAL,2023-12-02,L,12,25,8,24,33.3,3,10,30.0,6,9,66.7,7,14,21,5,4,1,3,6,4,0
GSW,GSW @ LAC,2023-12-02,L,12,20,6,19,31.6,2,11,18.2,6,8,75.0,1,7,8,5,5,1,0,5,-8,0
DET,DET vs. CLE,2023-12-02,L,12,19,7,15,46.7,1,6,16.7,4,8,50.0,2,7,9,3,5,2,2,3,-6,1
DEN,DEN @ SAC,2023-12-02,L,12,39,16,26,61.5,5,12,41.7,2,3,66.7,1,11,12,12,2,3,1,6,4,0
DAL,DAL vs. OKC,2023-12-02,L,12,36,14,27,51.9,8,16,50.0,0,0,0.0,4,7,11,11,2,2,4,4,17,1
CLE,CLE @ DET,2023-12-02,W,12,25,11,19,57.9,2,4,50.0,1,2,50.0,2,8,10,4,3,3,0,6,6,0
CHI,CHI vs. NOP,2023-12-02,W,12,35,13,23,56.5,5,9,55.6,4,7,57.1,4,6,10,7,4,2,3,8,-1,1
CHA,CHA vs. MIN,2023-12-02,L,12,30,11,26,42.3,5,8,62.5,3,3,100.0,4,6,10,7,2,0,0,10,-5,1
BKN,BKN vs. ORL,2023-12-02,W,12,31,12,23,52.2,3,9,33.3,4,5,80.0,3,12,15,8,2,2,0,0,15,1
ATL,ATL @ MIL,2023-12-02,L,12,23,7,24,29.2,3,12,25.0,6,8,75.0,6,6,12,6,3,2,2,1,-10,0
WAS,WAS @ ORL,2023-12-01,L,12,36,13,26,50.0,4,10,40.0,6,10,60.0,3,6,9,6,3,2,1,9,-2,0
TOR,TOR vs. NYK,2023-12-01,L,12,29,13,26,50.0,1,7,14.3,2,3,66.7,6,4,10,7,1,2,1,4,0,1
SAS,SAS @ NOP,2023-12-01,L,12,25,9,20,45.0,4,11,36.4,3,3,100.0,1,4,5,9,4,2,2,5,-7,0
PHX,PHX vs. DEN,2023-12-01,L,12,20,6,20,30.0,1,8,12.5,7,8,87.5,2,9,11,3,2,1,3,6,-5,1
PHI,PHI @ BOS,2023-12-01,L,12,22,8,23,34.8,3,7,42.9,3,6,50.0,6,4,10,3,5,3,0,9,-8,0
ORL,ORL vs. WAS,2023-12-01,W,12,38,14,23,60.9,2,5,40.0,8,11,72.7,3,10,13,9,3,1,3,6,2,1
NYK,NYK @ TOR,2023-12-01,W,12,29,10,17,58.8,6,10,60.0,3,4,75.0,1,7,8,7,3,0,2,4,0,0
NOP,NOP vs. SAS,2023-12-01,W,12,32,11,19,57.9,4,8,50.0,6,6,100.0,3,9,12,6,5,2,1,4,7,1
MEM,MEM @ DAL,2023-12-01,W,12,29,12,22,54.5,3,8,37.5,2,3,66.7,4,10,14,7,2,1,1,9,7,0
DEN,DEN @ PHX,2023-12-01,W,12,25,9,20,45.0,1,6,16.7,6,7,85.7,2,8,10,8,3,1,1,6,5,0
DAL,DAL vs. MEM,2023-12-01,L,12,22,7,19,36.8,3,10,30.0,5,9,55.6,2,6,8,6,2,1,2,4,-7,1
BOS,BOS vs. PHI,2023-12-01,W,12,30,8,13,61.5,3,5,60.0,11,12,91.7,1,9,10,5,5,3,3,6,8,1
UTA,UTA @ MIN,2023-11-30,L,12,24,9,23,39.1,4,10,40.0,2,2,100.0,3,11,14,5,5,4,0,3,7,0
SAS,SAS vs. ATL,2023-11-30,L,12,30,10,23,43.5,4,11,36.4,6,7,85.7,3,9,12,7,6,2,1,9,-6,1
POR,POR @ CLE,2023-11-30,W,12,29,10,19,52.6,4,9,44.4,5,5,100.0,2,8,10,5,4,2,1,8,9,0
OKC,OKC vs. LAL,2023-11-30,W,12,25,11,23,47.8,3,8,37.5,0,0,0.0,2,8,10,8,2,2,1,7,3,1
NYK,NYK vs. DET,2023-11-30,W,12,33,10,20,50.0,3,7,42.9,10,12,83.3,4,8,12,4,0,0,1,5,8,1
MIN,MIN vs. UTA,2023-11-30,W,12,17,7,21,33.3,2,8,25.0,1,2,50.0,3,8,11,4,6,4,2,5,-7,1
MIL,MIL @ CHI,2023-11-30,L,12,26,9,20,45.0,6,12,50.0,2,2,100.0,4,7,11,8,7,3,2,5,0,0
MIA,MIA vs. IND,2023-11-30,W,12,45,15,18,83.3,2,2,100.0,13,14,92.9,0,15,15,9,5,0,0,8,13,1
LAL,LAL @ OKC,2023-11-30,L,12,22,7,18,38.9,2,9,22.2,6,7,85.7,3,10,13,6,5,0,0,3,-3,0
LAC,LAC @ GSW,2023-11-30,L,12,37,14,24,58.3,5,10,50.0,4,5,80.0,4,7,11,11,2,0,0,9,3,0
IND,IND @ MIA,2023-11-30,L,12,32,12,32,37.5,3,17,17.6,5,9,55.6,4,3,7,8,1,5,1,10,-13,0
GSW,GSW vs. LAC,2023-11-30,W,12,34,12,21,57.1,2,9,22.2,8,11,72.7,1,7,8,8,0,0,0,5,-3,1
DET,DET @ NYK,2023-11-30,L,12,25,8,17,47.1,3,8,37.5,6,7,85.7,0,7,7,5,3,0,0,8,-8,0
CLE,CLE vs. POR,2023-11-30,L,12,20,6,19,31.6,2,9,22.2,6,6,100.0,3,4,7,5,5,1,0,6,-9,1
CHI,CHI vs. MIL,2023-11-30,W,12,26,9,21,42.9,3,7,42.9,5,6,83.3,2,6,8,6,4,5,0,4,0,1
CHA,CHA @ BKN,2023-11-30,W,12,27,10,21,47.6,5,7,71.4,2,2,100.0,2,7,9,5,1,3,3,1,5,0
BKN,BKN vs. CHA,2023-11-30,L,12,22,9,27,33.3,2,9,22.2,2,2,100.0,9,9,18,3,3,1,1,1,-5,1
ATL,ATL @ SAS,2023-11-30,W,12,36,13,22,59.1,2,8,25.0,8,9,88.9,1,11,12,9,3,3,0,6,6,0
WAS,WAS @ ORL,2023-11-29,L,12,31,9,19,47.4,1,5,20.0,12,15,80.0,1,3,4,6,2,6,0,6,-6,0
UTA,UTA @ MEM,2023-11-29,L,12,24,10,22,45.5,3,12,25.0,1,3,33.3,2,8,10,8,5,5,6,3,7,0
TOR,TOR vs. PHX,2023-11-29,W,12,26,10,23,43.5,3,4,75.0,3,3,100.0,4,9,13,3,3,1,0,7,1,1
SAC,SAC vs. LAC,2023-11-29,L,12,36,11,20,55.0,3,8,37.5,11,12,91.7,5,6,11,5,2,0,0,5,7,1
PHX,PHX @ TOR,2023-11-29,L,12,25,10,22,45.5,1,4,25.0,4,4,100.0,1,8,9,7,2,0,2,3,-1,0
PHI,PHI @ NOP,2023-11-29,L,12,33,13,21,61.9,4,8,50.0,3,5,60.0,3,5,8,11,2,3,3,3,11,0
ORL,ORL vs. WAS,2023-11-29,W,12,37,14,18,77.8,4,6,66.7,5,6,83.3,1,8,9,8,7,2,4,8,6,1
NOP,NOP vs. PHI,2023-11-29,W,12,22,8,20,40.0,1,7,14.3,5,5,100.0,6,5,11,6,6,1,2,7,-11,1
MEM,MEM vs. UTA,2023-11-29,W,12,17,7,23,30.4,1,8,12.5,2,2,100.0,7,9,16,2,8,3,0,4,-7,1
LAL,LAL @ DET,2023-11-29,W,12,32,10,20,50.0,2,8,25.0,10,13,76.9,1,8,9,8,3,4,2,7,1,0
LAC,LAC @ SAC,2023-11-29,W,12,29,10,19,52.6,2,6,33.3,7,7,100.0,1,4,5,6,4,1,0,8,-7,0
HOU,HOU @ DEN,2023-11-29,L,12,27,9,20,45.0,2,10,20.0,7,9,77.8,2,8,10,4,2,1,4,7,1,0
DET,DET vs. LAL,2023-11-29,L,12,31,10,20,50.0,4,7,57.1,7,9,77.8,1,6,7,7,4,1,0,8,-1,1
DEN,DEN vs. HOU,2023-11-29,W,12,26,7,21,33.3,3,11,27.3,9,12,75.0,3,11,14,6,2,1,0,6,-1,1
TOR,TOR @ BKN,2023-11-28,L,12,28,11,30,36.7,4,11,36.4,2,2,100.0,4,6,10,8,0,2,1,9,-11,0
SAC,SAC vs. GSW,2023-11-28,W,12,29,10,26,38.5,4,12,33.3,5,10,50.0,7,12,19,6,2,1,4,6,10,1
OKC,OKC @ MIN,2023-11-28,L,12,25,9,23,39.1,4,9,44.4,3,4,75.0,2,4,6,6,0,1,1,8,-5,0
NYK,NYK vs. CHA,2023-11-28,W,12,35,13,27,48.1,5,11,45.5,4,4,100.0,8,10,18,5,4,1,0,4,10,1
MIN,MIN vs. OKC,2023-11-28,W,12,30,8,17,47.1,3,9,33.3,11,14,78.6,4,11,15,5,3,0,2,4,5,1
MIL,MIL @ MIA,2023-11-28,W,12,38,12,20,60.0,5,11,45.5,9,9,100.0,3,8,11,9,3,2,1,5,11,0
MIA,MIA vs. MIL,2023-11-28,L,12,27,11,19,57.9,2,6,33.3,3,4,75.0,1,4,5,6,3,2,2,6,-11,1
HOU,HOU @ DAL,2023-11-28,L,12,27,10,22,45.5,1,6,16.7,6,7,85.7,2,7,9,8,3,0,1,6,-10,0
GSW,GSW @ SAC,2023-11-28,L,12,19,6,21,28.6,4,10,40.0,3,6,50.0,3,12,15,5,4,1,2,10,-10,0
DAL,DAL vs. HOU,2023-11-28,W,12,37,13,25,52.0,2,7,28.6,9,9,100.0,3,9,12,8,0,2,1,6,10,1
CLE,CLE vs. ATL,2023-11-28,W,12,26,10,26,38.5,2,10,20.0,4,5,80.0,4,15,19,5,4,3,8,4,11,1
CHI,CHI @ BOS,2023-11-28,L,12,29,11,19,57.9,2,5,40.0,5,12,41.7,2,10,12,5,2,1,3,6,2,0
CHA,CHA @ NYK,2023-11-28,L,12,25,10,22,45.5,3,7,42.9,2,2,100.0,2,5,7,4,3,1,0,3,-10,0
BOS,BOS vs. CHI,2023-11-28,W,12,27,9,25,36.0,4,13,30.8,5,6,83.3,4,8,12,8,2,2,3,8,-2,1
BKN,BKN vs. TOR,2023-11-28,W,12,39,12,21,57.1,6,12,50.0,9,10,90.0,2,14,16,8,3,0,1,5,11,1
ATL,ATL @ CLE,2023-11-28,L,12,15,4,27,14.8,2,14,14.3,5,5,100.0,3,12,15,3,4,1,1,4,-11,0
WAS,WAS @ DET,2023-11-27,W,12,32,10,23,43.5,3,6,50.0,9,10,90.0,3,9,12,3,2,3,1,6,8,0
UTA,UTA vs. NOP,2023-11-27,W,12,26,10,25,40.0,6,12,50.0,0,1,0.0,3,11,14,9,2,1,2,4,2,1
POR,POR @ IND,2023-11-27,W,12,31,10,17,58.8,2,4,50.0,9,10,90.0,2,9,11,3,9,4,2,5,4,0
PHI,PHI vs. LAL,2023-11-27,W,12,40,15,28,53.6,6,14,42.9,4,5,80.0,7,10,17,8,2,6,0,3,26,1
NOP,NOP @ UTA,2023-11-27,L,12,24,10,22,45.5,2,7,28.6,2,3,66.7,2,11,13,6,2,1,0,4,-2,0
LAL,LAL @ PHI,2023-11-27,L,12,14,6,20,30.0,1,10,10.0,1,1,100.0,3,4,7,3,8,0,1,4,-26,0
LAC,LAC vs. DEN,2023-11-27,L,12,16,4,17,23.5,0,5,0.0,8,12,66.7,3,8,11,2,5,0,0,9,-20,1
IND,IND vs. POR,2023-11-27,L,12,27,11,26,42.3,2,10,20.0,3,5,60.0,2,4,6,7,6,7,1,7,-4,1
DET,DET vs. WAS,2023-11-27,L,12,24,9,24,37.5,2,11,18.2,4,7,57.1,5,9,14,4,6,0,4,8,-8,1
DEN,DEN @ LAC,2023-11-27,W,12,36,12,17,70.6,4,4,100.0,8,12,66.7,0,10,10,7,1,2,1,7,20,0
TOR,TOR @ CLE,2023-11-26,L,12,30,10,21,47.6,1,4,25.0,9,10,90.0,4,5,9,5,2,3,0,4,-1,0
SAS,SAS @ DEN,2023-11-26,L,12,36,14,24,58.3,3,7,42.9,5,7,71.4,1,6,7,11,0,1,1,4,11,0
POR,POR @ MIL,2023-11-26,L,12,14,5,19,26.3,1,7,14.3,3,4,75.0,3,5,8,2,6,1,2,8,-19,0
PHX,PHX @ NYK,2023-11-26,W,12,21,8,20,40.0,2,5,40.0,3,4,75.0,4,8,12,5,4,0,5,7,0,0
ORL,ORL vs. CHA,2023-11-26,W,12,38,11,21,52.4,4,9,44.4,12,15,80.0,1,12,13,7,3,3,0,10,7,1
NYK,NYK vs. PHX,2023-11-26,L,12,21,6,20,30.0,2,5,40.0,7,11,63.6,5,5,10,2,1,1,1,5,0,1
MIN,MIN @ MEM,2023-11-26,W,12,29,11,20,55.0,4,10,40.0,3,4,75.0,1,8,9,9,3,1,1,3,-2,0
MIL,MIL vs. POR,2023-11-26,W,12,33,10,26,38.5,4,12,33.3,9,11,81.8,9,7,16,5,1,3,3,5,19,1
MEM,MEM vs. MIN,2023-11-26,L,12,31,12,22,54.5,6,7,85.7,1,2,50.0,2,7,9,9,2,0,2,5,2,1
DEN,DEN vs. SAS,2023-11-26,W,12,25,10,22,45.5,2,7,28.6,3,3,100.0,2,9,11,8,5,0,1,6,-11,1
CLE,CLE vs. TOR,2023-11-26,W,12,31,13,25,52.0,3,9,33.3,2,2,100.0,6,6,12,7,3,1,1,6,1,1
CHI,CHI @ BKN,2023-11-26,L,12,26,11,20,55.0,2,6,33.3,2,2,100.0,5,6,11,4,2,1,1,4,4,0
CHA,CHA @ ORL,2023-11-26,L,12,31,10,18,55.6,4,8,50.0,7,12,58.3,0,8,8,6,6,1,2,10,-7,0
BOS,BOS vs. ATL,2023-11-26,W,12,23,9,21,42.9,3,13,23.1,2,4,50.0,3,10,13,6,5,3,1,6,2,1
BKN,BKN vs. CHI,2023-11-26,W,12,22,9,18,50.0,3,10,30.0,1,3,33.3,3,4,7,4,2,2,1,2,-4,1
ATL,ATL @ BOS,2023-11-26,L,12,21,8,19,42.1,2,10,20.0,3,4,75.0,0,9,9,1,6,0,0,4,-2,0
WAS,WAS vs. ATL,2023-11-25,L,12,30,13,21,61.9,1,4,25.0,3,3,100.0,2,7,9,9,4,3,2,4,1,1
UTA,UTA vs. NOP,2023-11-25,W,12,37,13,20,65.0,6,10,60.0,5,5,100.0,1,8,9,10,5,2,0,1,14,1
PHI,PHI @ OKC,2023-11-25,W,12,34,8,18,44.4,4,10,40.0,14,18,77.8,3,5,8,4,2,1,1,10,-7,0
OKC,OKC vs. PHI,2023-11-25,L,12,41,12,22,54.5,5,11,45.5,12,16,75.0,1,9,10,9,1,0,0,10,7,1
NOP,NOP @ UTA,2023-11-25,L,12,23,10,23,43.5,3,11,27.3,0,0,0.0,3,4,7,10,5,2,0,5,-14,0
MIA,MIA @ BKN,2023-11-25,L,12,21,9,20,45.0,1,9,11.1,2,4,50.0,3,8,11,4,3,2,1,5,-1,0
LAL,LAL @ CLE,2023-11-25,W,12,28,9,18,50.0,1,5,20.0,9,10,90.0,2,11,13,6,4,1,2,3,7,0
LAC,LAC vs. DAL,2023-11-25,W,12,28,11,23,47.8,1,5,20.0,5,7,71.4,7,7,14,7,4,1,1,4,2,1
DAL,DAL @ LAC,2023-11-25,L,12,26,10,21,47.6,4,10,40.0,2,4,50.0,3,4,7,5,4,2,2,6,-2,0
CLE,CLE vs. LAL,2023-11-25,L,12,21,8,24,33.3,2,6,33.3,3,4,75.0,1,6,7,6,3,2,1,8,-7,1
BKN,BKN vs. MIA,2023-11-25,W,12,22,9,20,45.0,2,8,25.0,2,4,50.0,4,9,13,6,4,3,1,5,1,1
ATL,ATL @ WAS,2023-11-25,W,12,29,10,21,47.6,6,11,54.5,3,3,100.0,4,5,9,4,6,2,0,5,-1,0
WAS,WAS @ MIL,2023-11-24,L,12,39,15,24,62.5,4,10,40.0,5,6,83.3,0,7,7,9,2,1,1,10,0,0
TOR,TOR vs. CHI,2023-11-24,W,12,28,8,19,42.1,4,12,33.3,8,12,66.7,5,4,9,6,3,1,4,2,-3,1
SAS,SAS @ GSW,2023-11-24,L,12,31,13,30,43.3,2,16,12.5,3,4,75.0,7,5,12,8,3,2,0,9,-1,0
SAC,SAC @ MIN,2023-11-24,W,12,32,13,28,46.4,0,4,0.0,6,7,85.7,6,7,13,6,1,2,1,4,0,0
PHX,PHX @ MEM,2023-11-24,W,12,29,10,19,52.6,4,7,57.1,5,7,71.4,2,9,11,6,2,1,1,5,13,0
ORL,ORL vs. BOS,2023-11-24,W,12,36,15,24,62.5,2,8,25.0,4,6,66.7,4,11,15,9,3,1,1,10,14,1
NYK,NYK vs. MIA,2023-11-24,W,12,29,11,19,57.9,4,9,44.4,3,5,60.0,1,15,16,4,4,2,1,3,18,1
NOP,NOP @ LAC,2023-11-24,W,12,31,11,23,47.8,2,4,50.0,7,9,77.8,4,10,14,3,5,2,5,5,8,0
MIN,MIN vs. SAC,2023-11-24,L,12,32,9,21,42.9,6,12,50.0,8,9,88.9,3,10,13,6,6,1,2,7,0,1
MIL,MIL vs. WAS,2023-11-24,W,12,39,13,23,56.5,2,9,22.2,11,14,78.6,4,9,13,5,1,1,1,7,0,1
MIA,MIA @ NYK,2023-11-24,L,12,11,3,21,14.3,1,8,12.5,4,4,100.0,1,7,8,2,2,1,0,7,-18,0
MEM,MEM vs. PHX,2023-11-24,L,12,16,7,17,41.2,1,7,14.3,1,2,50.0,1,6,7,5,4,1,0,7,-13,1
LAC,LAC vs. NOP,2023-11-24,L,12,23,9,26,34.6,2,11,18.2,3,5,60.0,4,8,12,7,4,4,1,7,-8,1
IND,IND vs. DET,2023-11-24,W,12,39,16,28,57.1,3,7,42.9,4,5,80.0,7,9,16,8,3,5,2,4,22,1
HOU,HOU vs. DEN,2023-11-24,W,12,21,8,20,40.0,2,7,28.6,3,3,100.0,3,12,15,4,7,2,1,9,4,1
GSW,GSW vs. SAS,2023-11-24,W,12,32,9,16,56.3,5,10,50.0,9,10,90.0,2,9,11,9,8,0,0,7,1,1
DET,DET @ IND,2023-11-24,L,12,17,6,17,35.3,0,4,0.0,5,6,83.3,0,6,6,6,6,3,1,4,-22,0
DEN,DEN @ HOU,2023-11-24,L,12,17,6,21,28.6,1,7,14.3,4,8,50.0,3,7,10,5,5,3,1,5,-4,0
CHI,CHI @ TOR,2023-11-24,L,12,31,13,24,54.2,5,8,62.5,0,3,0.0,3,7,10,7,4,1,0,7,3,0
BOS,BOS @ ORL,2023-11-24,L,12,22,4,17,23.5,1,7,14.3,13,18,72.2,1,5,6,2,2,3,1,3,-14,0
WAS,WAS @ CHA,2023-11-22,L,12,23,10,28,35.7,1,9,11.1,2,2,100.0,5,7,12,7,2,3,2,7,-16,0
UTA,UTA @ POR,2023-11-22,L,12,32,9,18,50.0,3,7,42.9,11,13,84.6,4,7,11,5,4,1,0,3,0,0
TOR,TOR @ IND,2023-11-22,W,12,32,11,24,45.8,2,8,25.0,8,11,72.7,6,11,17,5,6,2,1,6,2,0
SAS,SAS vs. LAC,2023-11-22,L,12,32,12,21,57.1,4,10,40.0,4,4,100.0,2,7,9,9,3,0,4,8,5,1
SAC,SAC @ NOP,2023-11-22,L,12,33,8,16,50.0,5,11,45.5,12,15,80.0,2,9,11,6,4,3,1,6,9,0
POR,POR vs. UTA,2023-11-22,W,12,32,12,21,57.1,6,11,54.5,2,5,40.0,3,3,6,9,3,1,0,8,0,1
PHX,PHX vs. GSW,2023-11-22,W,12,32,6,12,50.0,4,10,40.0,16,19,84.2,1,5,6,5,8,2,2,7,-8,1
PHI,PHI @ MIN,2023-11-22,L,12,20,6,22,27.3,2,10,20.0,6,8,75.0,5,9,14,5,3,4,1,5,-1,0
ORL,ORL vs. DEN,2023-11-22,W,12,42,12,23,52.2,4,9,44.4,14,14,100.0,5,7,12,8,1,4,2,5,11,1
OKC,OKC vs. CHI,2023-11-22,W,12,32,6,13,46.2,2,5,40.0,18,22,81.8,1,8,9,4,2,1,4,5,7,1
NOP,NOP vs. SAC,2023-11-22,W,12,24,9,20,45.0,2,6,33.3,4,6,66.7,3,7,10,5,5,2,0,8,-9,1
MIN,MIN vs. PHI,2023-11-22,W,12,21,8,16,50.0,3,6,50.0,2,6,33.3,1,12,13,8,7,3,3,5,1,1
MIL,MIL @ BOS,2023-11-22,L,12,37,14,27,51.9,5,11,45.5,4,5,80.0,3,11,14,7,0,2,2,7,12,0
MIA,MIA @ CLE,2023-11-22,W,12,28,11,19,57.9,5,9,55.6,1,2,50.0,2,13,15,8,6,1,2,3,11,0
MEM,MEM @ HOU,2023-11-22,L,12,23,6,25,24.0,2,12,16.7,9,9,100.0,5,7,12,4,1,0,1,5,-14,0
LAL,LAL vs. DAL,2023-11-22,L,12,30,12,21,57.1,5,10,50.0,1,6,16.7,3,11,14,6,2,0,1,5,17,1
LAC,LAC @ SAS,2023-11-22,W,12,27,9,22,40.9,0,5,0.0,9,10,90.0,5,5,10,6,2,2,1,4,-5,0
IND,IND vs. TOR,2023-11-22,L,12,30,11,22,50.0,3,11,27.3,5,5,100.0,0,5,5,5,4,2,2,9,-2,1
HOU,HOU vs. MEM,2023-11-22,W,12,37,14,23,60.9,4,10,40.0,5,5,100.0,1,14,15,7,1,1,2,6,14,1
GSW,GSW @ PHX,2023-11-22,L,12,40,16,24,66.7,2,5,40.0,6,12,50.0,3,6,9,10,4,7,0,12,8,0
DEN,DEN @ ORL,2023-11-22,L,12,31,13,24,54.2,4,9,44.4,1,1,100.0,3,6,9,7,5,0,1,10,-11,0
DAL,DAL @ LAL,2023-11-22,W,12,13,3,19,15.8,1,10,10.0,6,8,75.0,2,8,10,2,0,1,0,6,-17,0
CLE,CLE vs. MIA,2023-11-22,L,12,17,6,22,27.3,4,12,33.3,1,2,50.0,2,4,6,5,2,3,1,3,-11,1
CHI,CHI @ OKC,2023-11-22,L,12,25,9,22,40.9,4,13,30.8,3,3,100.0,2,6,8,5,3,0,1,13,-7,0
CHA,CHA vs. WAS,2023-11-22,W,12,39,14,26,53.8,6,12,50.0,5,9,55.6,5,13,18,11,3,2,2,1,16,1
BOS,BOS vs. MIL,2023-11-22,W,12,25,8,20,40.0,2,7,28.6,7,9,77.8,2,9,11,3,4,0,1,4,-12,1
BKN,BKN @ ATL,2023-11-22,L,12,36,14,24,58.3,4,7,57.1,4,4,100.0,2,8,10,5,1,1,3,7,5,0
ATL,ATL vs. BKN,2023-11-22,W,12,31,10,25,40.0,4,12,33.3,7,8,87.5,5,7,12,4,2,0,1,4,-5,1
UTA,UTA @ LAL,2023-11-21,L,12,24,9,24,37.5,2,9,22.2,4,5,80.0,2,8,10,7,4,1,1,5,-5,0
TOR,TOR @ ORL,2023-11-21,L,12,25,9,16,56.3,4,8,50.0,3,4,75.0,2,10,12,8,9,2,1,6,-1,0
POR,POR @ PHX,2023-11-21,L,12,25,8,22,36.4,3,6,50.0,6,6,100.0,3,5,8,4,3,4,2,5,-1,0
PHX,PHX vs. POR,2023-11-21,W,12,26,9,16,56.3,3,5,60.0,5,6,83.3,2,6,8,6,5,1,4,4,1,1
PHI,PHI vs. CLE,2023-11-21,L,12,31,9,21,42.9,1,7,14.3,12,14,85.7,4,6,10,2,2,4,3,8,9,1
ORL,ORL vs. TOR,2023-11-21,W,12,26,9,22,40.9,4,11,36.4,4,8,50.0,5,4,9,5,4,5,1,3,1,1
LAL,LAL vs. UTA,2023-11-21,W,12,29,12,21,57.1,1,5,20.0,4,5,80.0,1,13,14,7,5,1,1,4,5,1
IND,IND @ ATL,2023-11-21,W,12,38,16,24,66.7,4,9,44.4,2,3,66.7,2,4,6,12,3,1,2,6,0,0
CLE,CLE @ PHI,2023-11-21,W,12,22,7,17,41.2,2,6,33.3,6,6,100.0,2,9,11,6,5,1,2,8,-9,0
ATL,ATL vs. IND,2023-11-21,L,12,38,14,22,63.6,4,9,44.4,6,7,85.7,3,6,9,4,2,2,0,3,0,1
WAS,WAS vs. MIL,2023-11-20,L,12,27,11,22,50.0,1,5,20.0,4,5,80.0,1,4,5,4,2,2,0,7,-11,1
SAS,SAS vs. LAC,2023-11-20,L,12,22,8,22,36.4,4,13,30.8,2,4,50.0,3,8,11,3,5,0,2,5,-11,1
SAC,SAC @ NOP,2023-11-20,L,12,24,10,16,62.5,1,5,20.0,3,7,42.9,0,8,8,10,5,0,2,6,-5,0
NYK,NYK @ MIN,2023-11-20,L,12,25,6,17,35.3,1,6,16.7,12,16,75.0,3,9,12,3,4,1,1,9,1,0
NOP,NOP vs. SAC,2023-11-20,W,12,29,12,24,50.0,2,7,28.6,3,6,50.0,3,7,10,7,2,2,0,7,5,1
MIN,MIN vs. NYK,2023-11-20,W,12,24,7,16,43.8,2,10,20.0,8,12,66.7,1,8,9,4,5,3,2,11,-1,1
MIL,MIL @ WAS,2023-11-20,W,12,38,12,19,63.2,5,8,62.5,9,13,69.2,6,10,16,6,4,2,1,6,11,0
MIA,MIA @ CHI,2023-11-20,W,12,25,8,21,38.1,4,10,40.0,5,6,83.3,3,9,12,7,3,4,0,5,6,0
LAC,LAC @ SAS,2023-11-20,W,12,33,14,26,53.8,3,6,50.0,2,3,66.7,3,13,16,9,2,5,1,2,11,0
HOU,HOU @ GSW,2023-11-20,L,12,35,14,23,60.9,1,5,20.0,6,9,66.7,3,8,11,8,1,2,1,7,6,0
GSW,GSW vs. HOU,2023-11-20,W,12,29,7,17,41.2,5,11,45.5,10,10,100.0,1,8,9,6,2,0,0,7,-6,1
DET,DET vs. DEN,2023-11-20,L,12,24,6,18,33.3,2,5,40.0,10,10,100.0,3,10,13,4,5,2,1,7,-2,1
DEN,DEN @ DET,2023-11-20,W,12,26,9,23,39.1,3,8,37.5,5,6,83.3,4,8,12,8,3,2,4,5,2,0
CHI,CHI vs. MIA,2023-11-20,L,12,19,8,20,40.0,0,9,0.0,3,3,100.0,2,8,10,6,5,0,2,4,-6,1
CHA,CHA vs. BOS,2023-11-20,W,12,27,12,23,52.2,3,8,37.5,0,0,0.0,4,10,14,8,2,1,2,4,6,1
