index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
1878,UTA,UTA vs. POR,2023-12-02,W,36,84,35,67,0.5223880597014925,5,24,0.2083333333333333,9,11,0.8181818181818182,10,29,39,20,12,5,8,17,10,1,POR,74,23,62,0.3709677419354839,8,26,0.3076923076923077,20,23,0.8695652173913043,7,20,27,9,10,7,2,12,72.53625000000001,72.53625000000001,96.715,115.8041668820762,102.01795653897187,0,2023-12-02,6,28.0
1879,SAC,SAC vs. DEN,2023-12-02,W,36,88,35,71,0.4929577464788732,13,27,0.4814814814814814,5,7,0.7142857142857143,4,29,33,25,8,6,5,12,10,1,DEN,78,33,73,0.4520547945205479,1,13,0.0769230769230769,11,17,0.6470588235294118,7,27,34,23,9,6,6,8,78.6537275985663,78.6537275985663,104.8716367980884,111.88280922823554,99.16885363411788,6,2023-12-02,6,29.333333333333332
1880,POR,POR @ UTA,2023-12-02,L,36,74,23,62,0.3709677419354839,8,26,0.3076923076923077,20,23,0.8695652173913043,7,20,27,9,10,7,2,12,-10,0,UTA,84,35,67,0.5223880597014925,5,24,0.2083333333333333,9,11,0.8181818181818182,10,29,39,20,12,5,8,17,72.53625000000001,72.53625000000001,96.715,102.01795653897187,115.8041668820762,0,2023-12-02,6,24.666666666666668
1881,PHX,PHX vs. MEM,2023-12-02,W,36,84,28,64,0.4375,7,20,0.35,21,28,0.75,9,25,34,20,13,9,4,15,12,1,MEM,72,26,65,0.4,7,26,0.2692307692307692,13,13,1.0,6,24,30,10,15,6,8,20,77.40888563049853,77.40888563049853,103.21184750733137,108.51467414343531,93.01257783723025,7,2023-12-02,6,28.0
1882,ORL,ORL @ BKN,2023-12-02,L,36,85,28,69,0.4057971014492754,7,17,0.4117647058823529,22,26,0.8461538461538461,8,21,29,19,7,2,5,20,-13,0,BKN,98,34,68,0.5,11,25,0.44,19,26,0.7307692307692307,11,31,42,23,9,2,8,21,76.14770032051283,76.14770032051283,101.53026709401709,111.6251700868536,128.6972549236665,-28,2023-12-02,6,28.333333333333332
1884,NOP,NOP @ CHI,2023-12-02,L,36,82,32,65,0.4923076923076923,6,19,0.3157894736842105,12,18,0.6666666666666666,11,19,30,16,8,7,0,11,-7,0,CHI,89,35,65,0.5384615384615384,12,31,0.3870967741935484,7,8,0.875,8,23,31,25,9,4,5,13,68.23253267973857,68.23253267973857,90.97671023965142,120.17727728923894,130.4363131553935,-6,2023-12-02,6,27.333333333333332
1885,MIN,MIN @ CHA,2023-12-02,W,36,88,34,65,0.5230769230769231,8,25,0.32,12,13,0.9230769230769232,6,22,28,19,11,4,1,13,1,0,CHA,87,33,65,0.5076923076923077,7,17,0.4117647058823529,14,16,0.875,6,20,26,22,6,6,4,12,71.80412087912089,71.80412087912089,95.73882783882785,122.55564015350062,121.16296242448357,6,2023-12-02,6,29.333333333333332
1886,MIL,MIL vs. ATL,2023-12-02,W,36,99,38,64,0.59375,11,26,0.4230769230769231,12,14,0.8571428571428571,5,26,31,25,14,4,4,13,1,1,ATL,98,38,77,0.4935064935064935,12,26,0.4615384615384615,10,13,0.7692307692307693,9,19,28,17,8,9,2,13,78.63679761904763,78.63679761904763,104.8490634920635,125.89525895955349,124.62358967713377,11,2023-12-02,6,33.0
1887,MIA,MIA vs. IND,2023-12-02,L,36,98,38,73,0.5205479452054794,10,20,0.5,12,14,0.8571428571428571,6,21,27,23,10,1,1,17,-8,1,IND,106,42,68,0.6176470588235294,11,25,0.44,11,15,0.7333333333333333,3,22,25,26,6,3,8,16,78.54874999999998,78.54874999999998,104.73166666666664,124.7632839478668,134.94804182116204,-15,2023-12-02,6,32.666666666666664
1888,MEM,MEM @ PHX,2023-12-02,L,36,72,26,65,0.4,7,26,0.2692307692307692,13,13,1.0,6,24,30,10,15,6,8,20,-12,0,PHX,84,28,64,0.4375,7,20,0.35,21,28,0.75,9,25,34,20,13,9,4,15,77.40888563049853,77.40888563049853,103.21184750733137,93.01257783723025,108.51467414343531,-7,2023-12-02,6,24.0
1889,LAL,LAL vs. HOU,2023-12-02,W,36,86,32,68,0.4705882352941176,7,20,0.35,15,18,0.8333333333333334,8,29,37,18,10,7,7,10,14,1,HOU,72,28,65,0.4307692307692308,8,21,0.3809523809523809,8,9,0.8888888888888888,4,29,33,19,13,4,4,17,76.83628173628173,76.83628173628173,102.44837564837565,111.92629062292482,93.70573168430916,10,2023-12-02,6,28.666666666666668
1890,LAC,LAC vs. GSW,2023-12-02,W,36,85,32,70,0.4571428571428571,10,30,0.3333333333333333,11,11,1.0,4,28,32,23,9,4,5,14,-7,1,GSW,92,32,67,0.4776119402985074,15,32,0.46875,13,16,0.8125,5,29,34,26,10,4,4,10,78.09863636363637,78.09863636363637,104.13151515151516,108.83672744838984,117.79975206178665,1,2023-12-02,6,28.333333333333332
1891,IND,IND @ MIA,2023-12-02,W,36,106,42,68,0.6176470588235294,11,25,0.44,11,15,0.7333333333333333,3,22,25,26,6,3,8,16,8,0,MIA,98,38,73,0.5205479452054794,10,20,0.5,12,14,0.8571428571428571,6,21,27,23,10,1,1,17,78.54874999999998,78.54874999999998,104.73166666666664,134.94804182116204,124.7632839478668,15,2023-12-02,6,35.333333333333336
1892,HOU,HOU @ LAL,2023-12-02,L,36,72,28,65,0.4307692307692308,8,21,0.3809523809523809,8,9,0.8888888888888888,4,29,33,19,13,4,4,17,-14,0,LAL,86,32,68,0.4705882352941176,7,20,0.35,15,18,0.8333333333333334,8,29,37,18,10,7,7,10,76.83628173628173,76.83628173628173,102.44837564837565,93.70573168430916,111.92629062292482,-10,2023-12-02,6,24.0
1893,GSW,GSW @ LAC,2023-12-02,L,36,92,32,67,0.4776119402985074,15,32,0.46875,13,16,0.8125,5,29,34,26,10,4,4,10,7,0,LAC,85,32,70,0.4571428571428571,10,30,0.3333333333333333,11,11,1.0,4,28,32,23,9,4,5,14,78.09863636363637,78.09863636363637,104.13151515151516,117.79975206178665,108.83672744838984,-1,2023-12-02,6,30.666666666666668
1894,DET,DET vs. CLE,2023-12-02,L,36,82,32,68,0.4705882352941176,7,24,0.2916666666666667,11,15,0.7333333333333333,8,32,40,21,11,7,1,17,-3,1,CLE,85,33,70,0.4714285714285714,8,26,0.3076923076923077,11,16,0.6875,6,27,33,21,8,8,1,12,77.17218796992482,77.17218796992482,102.89625062656643,106.25589627179761,110.14330711100972,-9,2023-12-02,6,27.333333333333332
1895,DEN,DEN @ SAC,2023-12-02,L,36,78,33,73,0.4520547945205479,1,13,0.0769230769230769,11,17,0.6470588235294118,7,27,34,23,9,6,6,8,-10,0,SAC,88,35,71,0.4929577464788732,13,27,0.4814814814814814,5,7,0.7142857142857143,4,29,33,25,8,6,5,12,78.6537275985663,78.6537275985663,104.8716367980884,99.16885363411788,111.88280922823554,-6,2023-12-02,6,26.0
1897,CLE,CLE @ DET,2023-12-02,W,36,85,33,70,0.4714285714285714,8,26,0.3076923076923077,11,16,0.6875,6,27,33,21,8,8,1,12,3,0,DET,82,32,68,0.4705882352941176,7,24,0.2916666666666667,11,15,0.7333333333333333,8,32,40,21,11,7,1,17,77.17218796992482,77.17218796992482,102.89625062656643,110.14330711100972,106.25589627179761,9,2023-12-02,6,28.333333333333332
1898,CHI,CHI vs. NOP,2023-12-02,W,36,89,35,65,0.5384615384615384,12,31,0.3870967741935484,7,8,0.875,8,23,31,25,9,4,5,13,7,1,NOP,82,32,65,0.4923076923076923,6,19,0.3157894736842105,12,18,0.6666666666666666,11,19,30,16,8,7,0,11,68.23253267973857,68.23253267973857,90.97671023965142,130.4363131553935,120.17727728923894,6,2023-12-02,6,29.666666666666668
1899,CHA,CHA vs. MIN,2023-12-02,L,36,87,33,65,0.5076923076923077,7,17,0.4117647058823529,14,16,0.875,6,20,26,22,6,6,4,12,-1,1,MIN,88,34,65,0.5230769230769231,8,25,0.32,12,13,0.9230769230769232,6,22,28,19,11,4,1,13,71.80412087912089,71.80412087912089,95.73882783882785,121.16296242448357,122.55564015350062,-6,2023-12-02,6,29.0
1900,BKN,BKN vs. ORL,2023-12-02,W,36,98,34,68,0.5,11,25,0.44,19,26,0.7307692307692307,11,31,42,23,9,2,8,21,13,1,ORL,85,28,69,0.4057971014492754,7,17,0.4117647058823529,22,26,0.8461538461538461,8,21,29,19,7,2,5,20,76.14770032051283,76.14770032051283,101.53026709401709,128.6972549236665,111.6251700868536,28,2023-12-02,6,32.666666666666664
1901,ATL,ATL @ MIL,2023-12-02,L,36,98,38,77,0.4935064935064935,12,26,0.4615384615384615,10,13,0.7692307692307693,9,19,28,17,8,9,2,13,-1,0,MIL,99,38,64,0.59375,11,26,0.4230769230769231,12,14,0.8571428571428571,5,26,31,25,14,4,4,13,78.63679761904763,78.63679761904763,104.8490634920635,124.62358967713377,125.89525895955349,-11,2023-12-02,6,32.666666666666664
1902,WAS,WAS @ ORL,2023-12-01,L,36,89,32,63,0.5079365079365079,9,18,0.5,16,21,0.7619047619047619,5,26,31,19,11,6,4,20,-3,0,ORL,92,32,66,0.4848484848484848,10,26,0.3846153846153846,18,22,0.8181818181818182,7,24,31,26,12,5,5,17,77.88203239289446,77.88203239289446,103.8427098571926,114.27539480610662,118.12737440631247,-5,2023-12-01,6,29.666666666666668
1903,TOR,TOR vs. NYK,2023-12-01,L,36,77,31,74,0.4189189189189189,5,25,0.2,10,14,0.7142857142857143,13,25,38,25,11,5,5,15,-13,1,NYK,90,35,73,0.4794520547945205,10,26,0.3846153846153846,10,12,0.8333333333333334,10,25,35,23,10,6,1,11,75.52129699248121,75.52129699248121,100.69506265664161,101.95799471990796,119.17168214015214,-13,2023-12-01,6,25.666666666666668
1904,SAS,SAS @ NOP,2023-12-01,L,36,81,29,63,0.4603174603174603,12,28,0.4285714285714285,11,14,0.7857142857142857,7,27,34,19,16,3,3,16,-8,0,NOP,89,31,66,0.4696969696969697,6,23,0.2608695652173913,21,23,0.9130434782608696,7,23,30,20,7,6,5,11,75.30051960784314,75.30051960784314,100.40069281045751,107.56897883552348,118.19307551063692,-15,2023-12-01,6,27.0
1905,PHX,PHX vs. DEN,2023-12-01,L,36,91,33,64,0.515625,8,19,0.4210526315789473,17,18,0.9444444444444444,6,26,32,19,10,3,6,11,-3,1,DEN,94,41,68,0.6029411764705882,11,26,0.4230769230769231,1,5,0.2,2,20,22,30,6,7,3,15,73.74090659340659,73.74090659340659,98.32120879120879,123.40504640356103,127.47334463664546,-8,2023-12-01,6,30.333333333333332
1906,PHI,PHI @ BOS,2023-12-01,L,36,97,35,71,0.4929577464788732,13,28,0.4642857142857143,14,17,0.8235294117647058,9,23,32,13,11,13,5,15,2,0,BOS,95,31,64,0.484375,13,28,0.4642857142857143,20,24,0.8333333333333334,9,27,36,20,15,7,5,12,78.91953125,78.91953125,105.22604166666667,122.91000524664165,120.37577833433977,-6,2023-12-01,6,32.333333333333336
1907,ORL,ORL vs. WAS,2023-12-01,W,36,92,32,66,0.4848484848484848,10,26,0.3846153846153846,18,22,0.8181818181818182,7,24,31,26,12,5,5,17,3,1,WAS,89,32,63,0.5079365079365079,9,18,0.5,16,21,0.7619047619047619,5,26,31,19,11,6,4,20,77.88203239289446,77.88203239289446,103.8427098571926,118.12737440631247,114.27539480610662,5,2023-12-01,6,30.666666666666668
1908,NYK,NYK @ TOR,2023-12-01,W,36,90,35,73,0.4794520547945205,10,26,0.3846153846153846,10,12,0.8333333333333334,10,25,35,23,10,6,1,11,13,0,TOR,77,31,74,0.4189189189189189,5,25,0.2,10,14,0.7142857142857143,13,25,38,25,11,5,5,15,75.52129699248121,75.52129699248121,100.69506265664161,119.17168214015214,101.95799471990796,13,2023-12-01,6,30.0
1909,NOP,NOP vs. SAS,2023-12-01,W,36,89,31,66,0.4696969696969697,6,23,0.2608695652173913,21,23,0.9130434782608696,7,23,30,20,7,6,5,11,8,1,SAS,81,29,63,0.4603174603174603,12,28,0.4285714285714285,11,14,0.7857142857142857,7,27,34,19,16,3,3,16,75.30051960784314,75.30051960784314,100.40069281045751,118.19307551063692,107.56897883552348,15,2023-12-01,6,29.666666666666668
1910,MEM,MEM @ DAL,2023-12-01,W,36,79,32,68,0.4705882352941176,8,26,0.3076923076923077,7,8,0.875,9,29,38,20,13,7,11,14,7,0,DAL,72,27,73,0.3698630136986301,9,29,0.3103448275862069,9,12,0.75,11,23,34,21,10,8,3,9,73.815375,73.815375,98.4205,107.02377384115435,97.54065464003942,14,2023-12-01,6,26.333333333333332
1911,DEN,DEN @ PHX,2023-12-01,W,36,94,41,68,0.6029411764705882,11,26,0.4230769230769231,1,5,0.2,2,20,22,30,6,7,3,15,3,0,PHX,91,33,64,0.515625,8,19,0.4210526315789473,17,18,0.9444444444444444,6,26,32,19,10,3,6,11,73.74090659340659,73.74090659340659,98.32120879120879,127.47334463664546,123.40504640356103,8,2023-12-01,6,31.333333333333332
1912,DAL,DAL vs. MEM,2023-12-01,L,36,72,27,73,0.3698630136986301,9,29,0.3103448275862069,9,12,0.75,11,23,34,21,10,8,3,9,-7,1,MEM,79,32,68,0.4705882352941176,8,26,0.3076923076923077,7,8,0.875,9,29,38,20,13,7,11,14,73.815375,73.815375,98.4205,97.54065464003942,107.02377384115435,-14,2023-12-01,6,24.0
1913,BOS,BOS vs. PHI,2023-12-01,W,36,95,31,64,0.484375,13,28,0.4642857142857143,20,24,0.8333333333333334,9,27,36,20,15,7,5,12,-2,1,PHI,97,35,71,0.4929577464788732,13,28,0.4642857142857143,14,17,0.8235294117647058,9,23,32,13,11,13,5,15,78.91953125,78.91953125,105.22604166666667,120.37577833433977,122.91000524664165,6,2023-12-01,6,31.666666666666668
1914,UTA,UTA @ MIN,2023-11-30,L,36,66,24,64,0.375,7,24,0.2916666666666667,11,12,0.9166666666666666,10,27,37,17,16,2,4,16,-18,0,MIN,84,32,68,0.4705882352941176,11,27,0.4074074074074074,9,11,0.8181818181818182,7,24,31,25,6,9,5,11,71.34058823529412,71.34058823529412,95.1207843137255,92.5139554250942,117.74503417739261,-11,2023-11-30,6,22.0
1915,SAS,SAS vs. ATL,2023-11-30,L,36,105,38,66,0.5757575757575758,14,30,0.4666666666666667,15,16,0.9375,8,27,35,27,15,2,6,13,4,1,ATL,101,36,74,0.4864864864864865,12,25,0.48,17,20,0.85,7,18,25,15,7,11,2,19,79.40518099547512,79.40518099547512,105.8735746606335,132.2331851444094,127.19573047224142,-2,2023-11-30,6,35.0
1916,POR,POR @ CLE,2023-11-30,W,36,74,29,58,0.5,10,26,0.3846153846153846,6,6,1.0,7,23,30,24,19,8,3,9,-1,0,CLE,75,32,70,0.4571428571428571,5,23,0.217391304347826,6,6,1.0,11,17,28,20,14,11,2,9,71.7974387254902,71.7974387254902,95.7299183006536,103.06774352067218,104.46055086554613,8,2023-11-30,6,24.666666666666668
1917,OKC,OKC vs. LAL,2023-11-30,W,36,108,39,71,0.5492957746478874,11,34,0.3235294117647059,19,22,0.8636363636363636,6,32,38,21,7,7,5,17,20,1,LAL,88,29,63,0.4603174603174603,9,24,0.375,21,25,0.84,4,24,28,18,9,6,2,17,78.95488888888889,78.95488888888889,105.27318518518518,136.78696977458296,111.45604944595648,23,2023-11-30,6,36.0
1918,NYK,NYK vs. DET,2023-11-30,W,36,85,31,68,0.4558823529411764,13,34,0.3823529411764705,10,16,0.625,8,21,29,21,11,8,2,12,-2,1,DET,87,35,64,0.546875,12,27,0.4444444444444444,5,10,0.5,8,27,35,17,17,4,3,17,76.39542857142857,76.39542857142857,101.86057142857142,111.26320198665589,113.88115968045958,6,2023-11-30,6,28.333333333333332
1919,MIN,MIN vs. UTA,2023-11-30,W,36,84,32,68,0.4705882352941176,11,27,0.4074074074074074,9,11,0.8181818181818182,7,24,31,25,6,9,5,11,18,1,UTA,66,24,64,0.375,7,24,0.2916666666666667,11,12,0.9166666666666666,10,27,37,17,16,2,4,16,71.34058823529412,71.34058823529412,95.1207843137255,117.74503417739261,92.5139554250942,11,2023-11-30,6,28.0
1920,MIL,MIL @ CHI,2023-11-30,L,36,80,32,67,0.4776119402985074,9,30,0.3,7,11,0.6363636363636364,3,24,27,17,10,7,4,14,0,0,CHI,80,31,70,0.4428571428571428,9,29,0.3103448275862069,9,12,0.75,12,30,42,24,15,6,3,12,76.94272727272727,76.94272727272727,102.59030303030302,103.97343951227005,103.97343951227005,0,2023-11-30,6,26.666666666666668
1921,MIA,MIA vs. IND,2023-11-30,W,36,97,33,68,0.4852941176470588,6,19,0.3157894736842105,25,31,0.8064516129032258,10,23,33,16,9,4,1,20,-3,1,IND,100,38,66,0.5757575757575758,8,26,0.3076923076923077,16,23,0.6956521739130435,6,21,27,22,9,6,4,21,77.66036707452726,77.66036707452726,103.54715609936967,124.90283481008188,128.76580908255863,10,2023-11-30,6,32.333333333333336
1922,LAL,LAL @ OKC,2023-11-30,L,36,88,29,63,0.4603174603174603,9,24,0.375,21,25,0.84,4,24,28,18,9,6,2,17,-20,0,OKC,108,39,71,0.5492957746478874,11,34,0.3235294117647059,19,22,0.8636363636363636,6,32,38,21,7,7,5,17,78.95488888888889,78.95488888888889,105.27318518518518,111.45604944595648,136.78696977458296,-23,2023-11-30,6,29.333333333333332
1923,LAC,LAC @ GSW,2023-11-30,L,36,77,28,71,0.3943661971830985,7,22,0.3181818181818182,14,19,0.7368421052631579,11,21,32,15,4,5,1,12,-9,0,GSW,86,29,61,0.4754098360655737,13,30,0.4333333333333333,15,20,0.75,9,30,39,22,9,3,4,13,68.9919268292683,68.9919268292683,91.98923577235772,111.60726122427191,124.65226578295304,-6,2023-11-30,6,25.666666666666668
1924,IND,IND @ MIA,2023-11-30,L,36,100,38,66,0.5757575757575758,8,26,0.3076923076923077,16,23,0.6956521739130435,6,21,27,22,9,6,4,21,3,0,MIA,97,33,68,0.4852941176470588,6,19,0.3157894736842105,25,31,0.8064516129032258,10,23,33,16,9,4,1,20,77.66036707452726,77.66036707452726,103.54715609936967,128.76580908255863,124.90283481008188,-10,2023-11-30,6,33.333333333333336
1925,GSW,GSW vs. LAC,2023-11-30,W,36,86,29,61,0.4754098360655737,13,30,0.4333333333333333,15,20,0.75,9,30,39,22,9,3,4,13,9,1,LAC,77,28,71,0.3943661971830985,7,22,0.3181818181818182,14,19,0.7368421052631579,11,21,32,15,4,5,1,12,68.9919268292683,68.9919268292683,91.98923577235772,124.65226578295304,111.60726122427191,6,2023-11-30,6,28.666666666666668
1926,DET,DET @ NYK,2023-11-30,L,36,87,35,64,0.546875,12,27,0.4444444444444444,5,10,0.5,8,27,35,17,17,4,3,17,2,0,NYK,85,31,68,0.4558823529411764,13,34,0.3823529411764705,10,16,0.625,8,21,29,21,11,8,2,12,76.39542857142857,76.39542857142857,101.86057142857142,113.88115968045958,111.26320198665589,-6,2023-11-30,6,29.0
1927,CLE,CLE vs. POR,2023-11-30,L,36,75,32,70,0.4571428571428571,5,23,0.217391304347826,6,6,1.0,11,17,28,20,14,11,2,9,1,1,POR,74,29,58,0.5,10,26,0.3846153846153846,6,6,1.0,7,23,30,24,19,8,3,9,71.7974387254902,71.7974387254902,95.7299183006536,104.46055086554613,103.06774352067218,-8,2023-11-30,6,25.0
1928,CHI,CHI vs. MIL,2023-11-30,W,36,80,31,70,0.4428571428571428,9,29,0.3103448275862069,9,12,0.75,12,30,42,24,15,6,3,12,0,1,MIL,80,32,67,0.4776119402985074,9,30,0.3,7,11,0.6363636363636364,3,24,27,17,10,7,4,14,76.94272727272727,76.94272727272727,102.59030303030302,103.97343951227005,103.97343951227005,0,2023-11-30,6,26.666666666666668
1929,CHA,CHA @ BKN,2023-11-30,W,36,102,36,70,0.5142857142857142,16,29,0.5517241379310345,14,14,1.0,11,21,32,25,8,3,4,15,-4,0,BKN,106,43,78,0.5512820512820513,12,27,0.4444444444444444,8,13,0.6153846153846154,13,21,34,18,6,5,3,10,72.98762867647059,72.98762867647059,97.31683823529411,139.7497108066511,145.23009162259822,1,2023-11-30,6,34.0
1930,BKN,BKN vs. CHA,2023-11-30,L,36,106,43,78,0.5512820512820513,12,27,0.4444444444444444,8,13,0.6153846153846154,13,21,34,18,6,5,3,10,4,1,CHA,102,36,70,0.5142857142857142,16,29,0.5517241379310345,14,14,1.0,11,21,32,25,8,3,4,15,72.98762867647059,72.98762867647059,97.31683823529411,145.23009162259822,139.7497108066511,-1,2023-11-30,6,35.333333333333336
1931,ATL,ATL @ SAS,2023-11-30,W,36,101,36,74,0.4864864864864865,12,25,0.48,17,20,0.85,7,18,25,15,7,11,2,19,-4,0,SAS,105,38,66,0.5757575757575758,14,30,0.4666666666666667,15,16,0.9375,8,27,35,27,15,2,6,13,79.40518099547512,79.40518099547512,105.8735746606335,127.19573047224142,132.2331851444094,2,2023-11-30,6,33.666666666666664
1932,WAS,WAS @ ORL,2023-11-29,L,36,89,32,68,0.4705882352941176,10,24,0.4166666666666667,15,20,0.75,6,19,25,22,8,8,3,14,-13,0,ORL,102,37,66,0.5606060606060606,13,21,0.6190476190476191,15,18,0.8333333333333334,8,27,35,26,12,3,2,14,76.50114478114477,76.50114478114477,102.0015263748597,116.33812834384645,133.33133810193638,-19,2023-11-29,6,29.666666666666668
1934,TOR,TOR vs. PHX,2023-11-29,W,36,86,32,70,0.4571428571428571,7,23,0.3043478260869565,15,18,0.8333333333333334,11,25,36,22,7,6,5,15,6,1,PHX,80,28,72,0.3888888888888889,6,22,0.2727272727272727,18,19,0.9473684210526316,11,27,38,18,8,3,3,12,72.82222222222222,72.82222222222222,97.09629629629629,118.0958193469637,109.8565761367104,7,2023-11-29,6,28.666666666666668
1936,PHX,PHX @ TOR,2023-11-29,L,36,80,28,72,0.3888888888888889,6,22,0.2727272727272727,18,19,0.9473684210526316,11,27,38,18,8,3,3,12,-6,0,TOR,86,32,70,0.4571428571428571,7,23,0.3043478260869565,15,18,0.8333333333333334,11,25,36,22,7,6,5,15,72.82222222222222,72.82222222222222,97.09629629629629,109.8565761367104,118.0958193469637,-7,2023-11-29,6,26.666666666666668
1938,ORL,ORL vs. WAS,2023-11-29,W,36,102,37,66,0.5606060606060606,13,21,0.6190476190476191,15,18,0.8333333333333334,8,27,35,26,12,3,2,14,13,1,WAS,89,32,68,0.4705882352941176,10,24,0.4166666666666667,15,20,0.75,6,19,25,22,8,8,3,14,76.50114478114477,76.50114478114477,102.0015263748597,133.33133810193638,116.33812834384645,19,2023-11-29,6,34.0
1943,HOU,HOU @ DEN,2023-11-29,L,36,97,38,66,0.5757575757575758,14,31,0.4516129032258064,7,10,0.7,6,19,25,23,7,2,1,13,-11,0,DEN,108,41,74,0.5540540540540541,16,32,0.5,10,14,0.7142857142857143,10,17,27,31,2,3,2,12,69.30424287856073,69.30424287856073,92.4056571714143,139.9625707908959,155.8346149012037,-10,2023-11-29,6,32.333333333333336
1945,DEN,DEN vs. HOU,2023-11-29,W,36,108,41,74,0.5540540540540541,16,32,0.5,10,14,0.7142857142857143,10,17,27,31,2,3,2,12,11,1,HOU,97,38,66,0.5757575757575758,14,31,0.4516129032258064,7,10,0.7,6,19,25,23,7,2,1,13,69.30424287856073,69.30424287856073,92.4056571714143,155.8346149012037,139.9625707908959,10,2023-11-29,6,36.0
1946,TOR,TOR @ BKN,2023-11-28,L,36,75,28,71,0.3943661971830985,9,25,0.36,10,17,0.5882352941176471,11,25,36,19,7,9,2,12,-1,0,BKN,76,28,68,0.4117647058823529,7,26,0.2692307692307692,13,16,0.8125,11,32,43,18,12,7,7,12,73.17611111111111,73.17611111111111,97.56814814814814,102.4924649058208,103.85903110456509,-12,2023-11-28,6,25.0
1947,SAC,SAC vs. GSW,2023-11-28,W,36,95,31,65,0.4769230769230769,11,32,0.34375,22,32,0.6875,5,22,27,19,8,7,3,17,-9,1,GSW,104,34,62,0.5483870967741935,13,31,0.4193548387096774,23,24,0.9583333333333334,6,31,37,20,16,5,4,21,80.9636111111111,80.9636111111111,107.95148148148147,117.33666359029607,128.45276856200832,1,2023-11-28,6,31.666666666666668
1948,OKC,OKC @ MIN,2023-11-28,L,36,78,28,67,0.417910447761194,7,21,0.3333333333333333,15,19,0.7894736842105263,7,23,30,16,10,7,3,15,2,0,MIN,76,25,61,0.4098360655737705,11,24,0.4583333333333333,15,18,0.8333333333333334,6,30,36,13,17,3,7,13,76.96773998136067,76.96773998136067,102.62365330848088,101.34115932063136,98.7426680559998,-3,2023-11-28,6,26.0
1949,NYK,NYK vs. CHA,2023-11-28,W,36,80,28,61,0.4590163934426229,10,27,0.3703703703703703,14,16,0.875,7,29,36,16,12,9,7,8,14,1,CHA,66,27,67,0.4029850746268656,10,24,0.4166666666666667,2,5,0.4,11,23,34,17,14,7,2,11,71.1955,71.1955,94.92733333333332,112.36665238673793,92.7024882190588,24,2023-11-28,6,26.666666666666668
1950,MIN,MIN vs. OKC,2023-11-28,W,36,76,25,61,0.4098360655737705,11,24,0.4583333333333333,15,18,0.8333333333333334,6,30,36,13,17,3,7,13,-2,1,OKC,78,28,67,0.417910447761194,7,21,0.3333333333333333,15,19,0.7894736842105263,7,23,30,16,10,7,3,15,76.96773998136067,76.96773998136067,102.62365330848088,98.7426680559998,101.34115932063136,3,2023-11-28,6,25.333333333333332
1951,MIL,MIL @ MIA,2023-11-28,W,36,93,35,68,0.5147058823529411,8,24,0.3333333333333333,15,18,0.8333333333333334,5,29,34,17,6,1,3,16,-4,0,MIA,97,37,75,0.4933333333333333,12,24,0.5,11,17,0.6470588235294118,7,23,30,26,3,1,3,16,75.89426587301587,75.89426587301587,101.19235449735449,122.5389018922786,127.80939229624757,7,2023-11-28,6,31.0
1952,MIA,MIA vs. MIL,2023-11-28,L,36,97,37,75,0.4933333333333333,12,24,0.5,11,17,0.6470588235294118,7,23,30,26,3,1,3,16,4,1,MIL,93,35,68,0.5147058823529411,8,24,0.3333333333333333,15,18,0.8333333333333334,5,29,34,17,6,1,3,16,75.89426587301587,75.89426587301587,101.19235449735449,127.80939229624757,122.5389018922786,-7,2023-11-28,6,32.333333333333336
1953,HOU,HOU @ DAL,2023-11-28,L,36,88,32,63,0.5079365079365079,7,23,0.3043478260869565,17,22,0.7727272727272727,8,23,31,25,9,2,5,21,4,0,DAL,84,29,64,0.453125,10,27,0.3703703703703703,16,20,0.8,6,20,26,17,7,3,3,19,71.28729064039409,71.28729064039409,95.04972085385879,123.4441640430866,117.83306567749175,-6,2023-11-28,6,29.333333333333332
1954,GSW,GSW @ SAC,2023-11-28,L,36,104,34,62,0.5483870967741935,13,31,0.4193548387096774,23,24,0.9583333333333334,6,31,37,20,16,5,4,21,9,0,SAC,95,31,65,0.4769230769230769,11,32,0.34375,22,32,0.6875,5,22,27,19,8,7,3,17,80.9636111111111,80.9636111111111,107.95148148148147,128.45276856200832,117.33666359029607,-1,2023-11-28,6,34.666666666666664
1955,DAL,DAL vs. HOU,2023-11-28,W,36,84,29,64,0.453125,10,27,0.3703703703703703,16,20,0.8,6,20,26,17,7,3,3,19,-4,1,HOU,88,32,63,0.5079365079365079,7,23,0.3043478260869565,17,22,0.7727272727272727,8,23,31,25,9,2,5,21,71.28729064039409,71.28729064039409,95.04972085385879,117.83306567749175,123.4441640430866,6,2023-11-28,6,28.0
