index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
578,MIL,MIL @ LAL,2024-03-08,L,36,90,35,72,0.4861111111111111,12,31,0.3870967741935484,8,10,0.8,5,26,31,19,7,3,1,13,-6,0,LAL,96,38,67,0.5671641791044776,11,21,0.5238095238095238,9,14,0.6428571428571429,3,27,30,22,5,2,5,10,75.60203125000001,75.60203125000001,100.80270833333334,119.04442051614848,126.98071521722505,-1,2024-03-08,20,30.0
579,MIA,MIA @ OKC,2024-03-08,L,36,73,27,61,0.4426229508196721,9,23,0.391304347826087,10,13,0.7692307692307693,5,31,36,18,11,5,5,11,-4,0,OKC,77,30,67,0.4477611940298507,9,29,0.3103448275862069,8,9,0.8888888888888888,4,27,31,22,7,5,5,11,72.29552678571429,72.29552678571429,96.3940357142857,100.97443541199138,106.50728118799091,-7,2024-03-08,20,24.333333333333332
580,MEM,MEM vs. ATL,2024-03-08,L,36,72,24,58,0.4137931034482758,8,21,0.3809523809523809,16,20,0.8,7,20,27,19,9,9,8,14,-8,1,ATL,80,31,67,0.4626865671641791,11,27,0.4074074074074074,7,9,0.7777777777777778,13,24,37,17,12,5,4,15,67.10530791788855,67.10530791788855,89.47374389051807,107.2940460806777,119.21560675630856,-7,2024-03-08,20,24.0
581,LAL,LAL vs. MIL,2024-03-08,W,36,96,38,67,0.5671641791044776,11,21,0.5238095238095238,9,14,0.6428571428571429,3,27,30,22,5,2,5,10,6,1,MIL,90,35,72,0.4861111111111111,12,31,0.3870967741935484,8,10,0.8,5,26,31,19,7,3,1,13,75.60203125000001,75.60203125000001,100.80270833333334,126.98071521722505,119.04442051614848,1,2024-03-08,20,32.0
582,HOU,HOU @ POR,2024-03-08,W,36,92,34,64,0.53125,11,23,0.4782608695652174,13,20,0.65,5,24,29,27,7,9,6,11,5,0,POR,87,30,66,0.4545454545454545,14,29,0.4827586206896552,13,19,0.6842105263157895,12,23,35,18,13,5,3,11,73.51392857142856,73.51392857142856,98.01857142857142,125.14635224617298,118.34492005888097,16,2024-03-08,20,30.666666666666668
583,CLE,CLE vs. MIN,2024-03-08,W,36,79,26,63,0.4126984126984127,10,26,0.3846153846153846,17,21,0.8095238095238095,4,26,30,19,10,6,5,13,-1,1,MIN,80,30,65,0.4615384615384615,6,17,0.3529411764705882,14,17,0.8235294117647058,4,29,33,17,10,5,3,16,76.7039393939394,76.7039393939394,102.27191919191918,102.99340636765525,104.29712037230911,0,2024-03-08,20,26.333333333333332
584,CHA,CHA @ WAS,2024-03-08,L,36,76,31,76,0.4078947368421052,8,33,0.2424242424242424,6,9,0.6666666666666666,11,34,45,15,6,6,4,11,8,0,WAS,68,27,67,0.4029850746268656,4,29,0.1379310344827586,10,13,0.7692307692307693,7,30,37,15,10,4,9,13,73.78719512195121,73.78719512195121,98.38292682926829,102.99890092636208,92.15691135516607,-12,2024-03-08,20,25.333333333333332
585,ATL,ATL @ MEM,2024-03-08,W,36,80,31,67,0.4626865671641791,11,27,0.4074074074074074,7,9,0.7777777777777778,13,24,37,17,12,5,4,15,8,0,MEM,72,24,58,0.4137931034482758,8,21,0.3809523809523809,16,20,0.8,7,20,27,19,9,9,8,14,67.10530791788855,67.10530791788855,89.47374389051807,119.21560675630856,107.2940460806777,7,2024-03-08,20,26.666666666666668
586,TOR,TOR @ PHX,2024-03-07,L,36,82,30,72,0.4166666666666667,13,35,0.3714285714285714,9,13,0.6923076923076923,6,22,28,22,6,5,2,14,-7,0,PHX,89,32,66,0.4848484848484848,13,30,0.4333333333333333,12,14,0.8571428571428571,8,33,41,21,14,3,5,13,76.09241025641026,76.09241025641026,101.456547008547,107.76370432173563,116.96304493456672,-7,2024-03-07,20,27.333333333333332
587,SAS,SAS @ SAC,2024-03-07,L,36,95,35,67,0.5223880597014925,12,25,0.48,13,13,1.0,4,21,25,30,9,6,2,14,-5,0,SAC,100,39,76,0.5131578947368421,9,27,0.3333333333333333,13,13,1.0,11,26,37,27,10,7,2,10,77.11280208333334,77.11280208333334,102.81706944444444,123.19614568970863,129.680153357588,-2,2024-03-07,20,31.666666666666668
588,SAC,SAC vs. SAS,2024-03-07,W,36,100,39,76,0.5131578947368421,9,27,0.3333333333333333,13,13,1.0,11,26,37,27,10,7,2,10,5,1,SAS,95,35,67,0.5223880597014925,12,25,0.48,13,13,1.0,4,21,25,30,9,6,2,14,77.11280208333334,77.11280208333334,102.81706944444444,129.680153357588,123.19614568970863,2,2024-03-07,20,33.333333333333336
589,PHX,PHX vs. TOR,2024-03-07,W,36,89,32,66,0.4848484848484848,13,30,0.4333333333333333,12,14,0.8571428571428571,8,33,41,21,14,3,5,13,7,1,TOR,82,30,72,0.4166666666666667,13,35,0.3714285714285714,9,13,0.6923076923076923,6,22,28,22,6,5,2,14,76.09241025641026,76.09241025641026,101.456547008547,116.96304493456672,107.76370432173563,7,2024-03-07,20,29.666666666666668
590,MIN,MIN @ IND,2024-03-07,W,36,83,35,76,0.4605263157894737,5,22,0.2272727272727272,8,10,0.8,9,27,36,18,8,7,5,17,0,0,IND,83,31,60,0.5166666666666667,8,20,0.4,13,18,0.7222222222222222,4,26,30,22,13,3,6,17,76.45763594470046,76.45763594470046,101.94351459293394,108.55684847492726,108.55684847492726,2,2024-03-07,20,27.666666666666668
591,MIA,MIA @ DAL,2024-03-07,L,36,83,31,61,0.5081967213114754,14,30,0.4666666666666667,7,13,0.5384615384615384,2,27,29,25,10,5,1,14,-8,0,DAL,91,32,68,0.4705882352941176,12,31,0.3870967741935484,15,19,0.7894736842105263,7,27,34,22,6,5,4,12,73.8278093306288,73.8278093306288,98.43707910750506,112.4237611172975,123.2597862852298,-6,2024-03-07,20,27.666666666666668
592,IND,IND vs. MIN,2024-03-07,L,36,83,31,60,0.5166666666666667,8,20,0.4,13,18,0.7222222222222222,4,26,30,22,13,3,6,17,0,1,MIN,83,35,76,0.4605263157894737,5,22,0.2272727272727272,8,10,0.8,9,27,36,18,8,7,5,17,76.45763594470046,76.45763594470046,101.94351459293394,108.55684847492726,108.55684847492726,-2,2024-03-07,20,27.666666666666668
593,GSW,GSW vs. CHI,2024-03-07,L,36,89,30,69,0.4347826086956521,9,33,0.2727272727272727,20,24,0.8333333333333334,8,28,36,22,9,5,2,12,-10,1,CHI,99,39,72,0.5416666666666666,14,31,0.4516129032258064,7,9,0.7777777777777778,5,27,32,24,8,6,2,16,78.15585714285714,78.15585714285714,104.20780952380952,113.8750226196373,126.6699689813943,-3,2024-03-07,20,29.666666666666668
594,DET,DET vs. BKN,2024-03-07,W,36,85,33,65,0.5076923076923077,9,22,0.4090909090909091,10,10,1.0,13,27,40,20,17,5,3,10,4,1,BKN,81,32,63,0.5079365079365079,14,31,0.4516129032258064,3,5,0.6,2,17,19,18,11,9,4,10,72.43754022988506,72.43754022988506,96.58338697318007,117.34247150061583,111.8204728417633,6,2024-03-07,20,28.333333333333332
595,DEN,DEN vs. BOS,2024-03-07,W,36,90,35,69,0.5072463768115942,4,16,0.25,16,16,1.0,6,26,32,22,4,9,2,12,10,1,BOS,80,32,66,0.4848484848484848,8,26,0.3076923076923077,8,14,0.5714285714285714,11,25,36,18,11,3,3,13,72.07151700087184,72.07151700087184,96.09535600116244,124.8759617463183,111.00085488561626,6,2024-03-07,20,30.0
596,DAL,DAL vs. MIA,2024-03-07,W,36,91,32,68,0.4705882352941176,12,31,0.3870967741935484,15,19,0.7894736842105263,7,27,34,22,6,5,4,12,8,1,MIA,83,31,61,0.5081967213114754,14,30,0.4666666666666667,7,13,0.5384615384615384,2,27,29,25,10,5,1,14,73.8278093306288,73.8278093306288,98.43707910750506,123.2597862852298,112.4237611172975,6,2024-03-07,20,30.333333333333332
597,CHI,CHI @ GSW,2024-03-07,W,36,99,39,72,0.5416666666666666,14,31,0.4516129032258064,7,9,0.7777777777777778,5,27,32,24,8,6,2,16,10,0,GSW,89,30,69,0.4347826086956521,9,33,0.2727272727272727,20,24,0.8333333333333334,8,28,36,22,9,5,2,12,78.15585714285714,78.15585714285714,104.20780952380952,126.6699689813943,113.8750226196373,3,2024-03-07,20,33.0
598,BOS,BOS @ DEN,2024-03-07,L,36,80,32,66,0.4848484848484848,8,26,0.3076923076923077,8,14,0.5714285714285714,11,25,36,18,11,3,3,13,-10,0,DEN,90,35,69,0.5072463768115942,4,16,0.25,16,16,1.0,6,26,32,22,4,9,2,12,72.07151700087184,72.07151700087184,96.09535600116244,111.00085488561626,124.8759617463183,-6,2024-03-07,20,26.666666666666668
599,BKN,BKN @ DET,2024-03-07,L,36,81,32,63,0.5079365079365079,14,31,0.4516129032258064,3,5,0.6,2,17,19,18,11,9,4,10,-4,0,DET,85,33,65,0.5076923076923077,9,22,0.4090909090909091,10,10,1.0,13,27,40,20,17,5,3,10,72.43754022988506,72.43754022988506,96.58338697318007,111.8204728417633,117.34247150061583,-6,2024-03-07,20,27.0
600,WAS,WAS vs. ORL,2024-03-06,L,36,83,30,63,0.4761904761904761,11,30,0.3666666666666666,12,13,0.9230769230769232,6,22,28,20,8,7,4,15,-1,1,ORL,84,31,61,0.5081967213114754,8,17,0.4705882352941176,14,16,0.875,7,26,33,14,12,4,1,8,70.61554956896552,70.61554956896552,94.15406609195402,117.53785179982124,118.95397049620462,-10,2024-03-06,20,27.666666666666668
601,UTA,UTA vs. CHI,2024-03-06,L,36,83,31,74,0.4189189189189189,10,37,0.2702702702702703,11,13,0.8461538461538461,13,26,39,19,5,2,3,9,-10,1,CHI,93,35,69,0.5072463768115942,17,38,0.4473684210526316,6,8,0.75,5,26,31,26,4,4,2,11,69.59779569892474,69.59779569892474,92.79706093189965,119.25665053969851,133.62492168905976,-2,2024-03-06,20,27.666666666666668
602,SAC,SAC @ LAL,2024-03-06,W,36,104,41,71,0.5774647887323944,12,28,0.4285714285714285,10,12,0.8333333333333334,4,31,35,27,10,3,2,22,12,0,LAL,92,30,63,0.4761904761904761,11,23,0.4782608695652174,21,25,0.84,3,24,27,19,8,3,4,12,79.5493487394958,79.5493487394958,106.06579831932773,130.73645686349232,115.6514810715509,10,2024-03-06,20,34.666666666666664
603,POR,POR vs. OKC,2024-03-06,L,36,87,30,57,0.5263157894736842,9,23,0.391304347826087,18,21,0.8571428571428571,5,22,27,21,14,5,2,19,-10,1,OKC,97,34,60,0.5666666666666667,7,16,0.4375,22,26,0.8461538461538461,5,22,27,16,9,7,3,14,74.14907407407408,74.14907407407408,98.86543209876544,117.33120215781521,130.81754723342615,-8,2024-03-06,20,29.0
604,PHI,PHI vs. MEM,2024-03-06,L,36,93,32,74,0.4324324324324324,12,28,0.4285714285714285,17,19,0.8947368421052632,12,23,35,21,8,8,6,13,12,1,MEM,81,31,67,0.4626865671641791,10,31,0.3225806451612903,9,12,0.75,10,25,35,16,12,1,9,10,73.5760687960688,73.5760687960688,98.10142506142506,126.39979482699547,110.0901438815767,-6,2024-03-06,20,31.0
605,ORL,ORL @ WAS,2024-03-06,W,36,84,31,61,0.5081967213114754,8,17,0.4705882352941176,14,16,0.875,7,26,33,14,12,4,1,8,1,0,WAS,83,30,63,0.4761904761904761,11,30,0.3666666666666666,12,13,0.9230769230769232,6,22,28,20,8,7,4,15,70.61554956896552,70.61554956896552,94.15406609195402,118.95397049620462,117.53785179982124,10,2024-03-06,20,28.0
606,OKC,OKC @ POR,2024-03-06,W,36,97,34,60,0.5666666666666667,7,16,0.4375,22,26,0.8461538461538461,5,22,27,16,9,7,3,14,10,0,POR,87,30,57,0.5263157894736842,9,23,0.391304347826087,18,21,0.8571428571428571,5,22,27,21,14,5,2,19,74.14907407407408,74.14907407407408,98.86543209876544,130.81754723342615,117.33120215781521,8,2024-03-06,20,32.333333333333336
607,MIL,MIL @ GSW,2024-03-06,L,36,81,30,65,0.4615384615384615,10,26,0.3846153846153846,11,15,0.7333333333333333,6,24,30,18,11,5,5,8,-12,0,GSW,93,38,72,0.5277777777777778,13,29,0.4482758620689655,4,6,0.6666666666666666,7,27,34,28,11,7,8,12,76.18803519061584,76.18803519061584,101.58404692082111,106.31590616209625,122.0664107787031,-35,2024-03-06,20,27.0
608,MEM,MEM @ PHI,2024-03-06,W,36,81,31,67,0.4626865671641791,10,31,0.3225806451612903,9,12,0.75,10,25,35,16,12,1,9,10,-12,0,PHI,93,32,74,0.4324324324324324,12,28,0.4285714285714285,17,19,0.8947368421052632,12,23,35,21,8,8,6,13,73.5760687960688,73.5760687960688,98.10142506142506,110.0901438815767,126.39979482699547,6,2024-03-06,20,27.0
609,LAL,LAL vs. SAC,2024-03-06,L,36,92,30,63,0.4761904761904761,11,23,0.4782608695652174,21,25,0.84,3,24,27,19,8,3,4,12,-12,1,SAC,104,41,71,0.5774647887323944,12,28,0.4285714285714285,10,12,0.8333333333333334,4,31,35,27,10,3,2,22,79.5493487394958,79.5493487394958,106.06579831932773,115.6514810715509,130.73645686349232,-10,2024-03-06,20,30.666666666666668
610,LAC,LAC @ HOU,2024-03-06,W,36,80,31,62,0.5,8,23,0.3478260869565217,10,11,0.9090909090909092,5,27,32,13,9,3,6,11,-6,0,HOU,86,32,71,0.4507042253521127,13,32,0.40625,9,13,0.6923076923076923,9,22,31,23,6,6,1,11,70.5124537037037,70.5124537037037,94.0166049382716,113.45513565045313,121.96427082423713,6,2024-03-06,20,26.666666666666668
611,HOU,HOU vs. LAC,2024-03-06,L,36,86,32,71,0.4507042253521127,13,32,0.40625,9,13,0.6923076923076923,9,22,31,23,6,6,1,11,6,1,LAC,80,31,62,0.5,8,23,0.3478260869565217,10,11,0.9090909090909092,5,27,32,13,9,3,6,11,70.5124537037037,70.5124537037037,94.0166049382716,121.96427082423713,113.45513565045313,-6,2024-03-06,20,28.666666666666668
612,GSW,GSW vs. MIL,2024-03-06,W,36,93,38,72,0.5277777777777778,13,29,0.4482758620689655,4,6,0.6666666666666666,7,27,34,28,11,7,8,12,12,1,MIL,81,30,65,0.4615384615384615,10,26,0.3846153846153846,11,15,0.7333333333333333,6,24,30,18,11,5,5,8,76.18803519061584,76.18803519061584,101.58404692082111,122.0664107787031,106.31590616209625,35,2024-03-06,20,31.0
613,CLE,CLE @ ATL,2024-03-06,L,36,89,33,67,0.4925373134328358,10,33,0.303030303030303,13,16,0.8125,6,27,33,24,11,2,3,15,2,0,ATL,87,33,65,0.5076923076923077,8,22,0.3636363636363636,13,18,0.7222222222222222,5,22,27,20,6,4,2,17,74.72714285714287,74.72714285714287,99.63619047619048,119.09996367737865,116.42355999923531,-11,2024-03-06,20,29.666666666666668
614,CHI,CHI @ UTA,2024-03-06,W,36,93,35,69,0.5072463768115942,17,38,0.4473684210526316,6,8,0.75,5,26,31,26,4,4,2,11,10,0,UTA,83,31,74,0.4189189189189189,10,37,0.2702702702702703,11,13,0.8461538461538461,13,26,39,19,5,2,3,9,69.59779569892474,69.59779569892474,92.79706093189965,133.62492168905976,119.25665053969851,2,2024-03-06,20,31.0
615,ATL,ATL vs. CLE,2024-03-06,W,36,87,33,65,0.5076923076923077,8,22,0.3636363636363636,13,18,0.7222222222222222,5,22,27,20,6,4,2,17,-2,1,CLE,89,33,67,0.4925373134328358,10,33,0.303030303030303,13,16,0.8125,6,27,33,24,11,2,3,15,74.72714285714287,74.72714285714287,99.63619047619048,116.42355999923531,119.09996367737865,11,2024-03-06,20,29.0
617,SAS,SAS @ HOU,2024-03-05,L,36,77,30,68,0.4411764705882353,10,26,0.3846153846153846,7,10,0.7,11,33,44,20,13,1,7,10,-3,0,HOU,80,33,80,0.4125,7,31,0.2258064516129032,7,11,0.6363636363636364,12,26,38,17,3,9,5,9,73.45061261261262,73.45061261261262,97.93415015015015,104.83234551916848,108.9167226173179,-13,2024-03-05,20,25.666666666666668
618,PHX,PHX @ DEN,2024-03-05,W,36,90,31,65,0.4769230769230769,10,22,0.4545454545454545,18,22,0.8181818181818182,4,31,35,24,6,6,6,14,9,0,DEN,81,31,67,0.4626865671641791,11,24,0.4583333333333333,8,12,0.6666666666666666,6,29,35,18,9,4,4,14,74.97190827190826,74.97190827190826,99.96254436254435,120.04496360635217,108.04046724571694,0,2024-03-05,20,30.0
619,PHI,PHI @ BKN,2024-03-05,L,36,83,30,60,0.5,11,25,0.44,12,16,0.75,5,25,30,19,9,5,2,14,3,0,BKN,80,31,67,0.4626865671641791,10,27,0.3703703703703703,8,10,0.8,8,25,33,20,10,3,5,12,70.8559090909091,70.8559090909091,94.47454545454545,117.13913640358473,112.90519171429854,-5,2024-03-05,20,27.666666666666668
620,ORL,ORL @ CHA,2024-03-05,W,36,75,29,53,0.5471698113207547,10,25,0.4,7,14,0.5,8,25,33,16,17,8,1,13,9,0,CHA,66,24,54,0.4444444444444444,10,26,0.3846153846153846,8,8,1.0,3,19,22,13,16,7,1,15,68.87591269841269,68.87591269841269,91.83455026455024,108.8914789825042,95.8245015046037,12,2024-03-05,20,25.0
621,NYK,NYK vs. ATL,2024-03-05,L,36,78,30,72,0.4166666666666667,11,34,0.3235294117647059,7,9,0.7777777777777778,9,21,30,21,9,7,6,11,-5,1,ATL,83,31,69,0.4492753623188406,9,27,0.3333333333333333,12,14,0.8571428571428571,10,27,37,17,12,5,4,9,73.42443548387095,73.42443548387095,97.89924731182793,106.23166454869668,113.0413866351516,-16,2024-03-05,20,26.0
623,MIA,MIA vs. DET,2024-03-05,W,36,93,34,66,0.5151515151515151,12,20,0.6,13,15,0.8666666666666667,7,23,30,24,7,6,1,11,5,1,DET,88,31,65,0.4769230769230769,9,30,0.3,17,19,0.8947368421052632,9,22,31,22,8,4,3,10,70.55164870689654,70.55164870689654,94.06886494252872,131.81832275297216,124.73131615335001,8,2024-03-05,20,31.0
624,IND,IND @ DAL,2024-03-05,W,36,106,38,70,0.5428571428571428,11,26,0.4230769230769231,19,24,0.7916666666666666,7,25,32,27,6,2,2,16,18,0,DAL,88,32,70,0.4571428571428571,10,30,0.3333333333333333,14,17,0.8235294117647058,8,26,34,14,8,4,3,22,76.63999999999999,76.63999999999999,102.18666666666664,138.30897703549064,114.82254697286014,17,2024-03-05,20,35.333333333333336
625,HOU,HOU vs. SAS,2024-03-05,W,36,80,33,80,0.4125,7,31,0.2258064516129032,7,11,0.6363636363636364,12,26,38,17,3,9,5,9,3,1,SAS,77,30,68,0.4411764705882353,10,26,0.3846153846153846,7,10,0.7,11,33,44,20,13,1,7,10,73.45061261261262,73.45061261261262,97.93415015015015,108.9167226173179,104.83234551916848,13,2024-03-05,20,26.666666666666668
626,DET,DET @ MIA,2024-03-05,L,36,88,31,65,0.4769230769230769,9,30,0.3,17,19,0.8947368421052632,9,22,31,22,8,4,3,10,-5,0,MIA,93,34,66,0.5151515151515151,12,20,0.6,13,15,0.8666666666666667,7,23,30,24,7,6,1,11,70.55164870689654,70.55164870689654,94.06886494252872,124.73131615335001,131.81832275297216,-8,2024-03-05,20,29.333333333333332
627,DEN,DEN vs. PHX,2024-03-05,L,36,81,31,67,0.4626865671641791,11,24,0.4583333333333333,8,12,0.6666666666666666,6,29,35,18,9,4,4,14,-9,1,PHX,90,31,65,0.4769230769230769,10,22,0.4545454545454545,18,22,0.8181818181818182,4,31,35,24,6,6,6,14,74.97190827190826,74.97190827190826,99.96254436254435,108.04046724571694,120.04496360635217,0,2024-03-05,20,27.0
628,DAL,DAL vs. IND,2024-03-05,L,36,88,32,70,0.4571428571428571,10,30,0.3333333333333333,14,17,0.8235294117647058,8,26,34,14,8,4,3,22,-18,1,IND,106,38,70,0.5428571428571428,11,26,0.4230769230769231,19,24,0.7916666666666666,7,25,32,27,6,2,2,16,76.63999999999999,76.63999999999999,102.18666666666664,114.82254697286014,138.30897703549064,-17,2024-03-05,20,29.333333333333332
629,CLE,CLE vs. BOS,2024-03-05,W,36,71,28,75,0.3733333333333333,12,31,0.3870967741935484,3,3,1.0,7,24,31,20,6,9,2,9,-16,1,BOS,87,31,67,0.4626865671641791,15,30,0.5,10,11,0.9090909090909092,10,35,45,20,11,5,9,8,72.44446078431372,72.44446078431372,96.59261437908495,98.0061128640128,120.09199745308612,1,2024-03-05,20,23.666666666666668
630,CHA,CHA vs. ORL,2024-03-05,L,36,66,24,54,0.4444444444444444,10,26,0.3846153846153846,8,8,1.0,3,19,22,13,16,7,1,15,-9,1,ORL,75,29,53,0.5471698113207547,10,25,0.4,7,14,0.5,8,25,33,16,17,8,1,13,68.87591269841269,68.87591269841269,91.83455026455024,95.8245015046037,108.8914789825042,-12,2024-03-05,20,22.0
631,BOS,BOS @ CLE,2024-03-05,L,36,87,31,67,0.4626865671641791,15,30,0.5,10,11,0.9090909090909092,10,35,45,20,11,5,9,8,16,0,CLE,71,28,75,0.3733333333333333,12,31,0.3870967741935484,3,3,1.0,7,24,31,20,6,9,2,9,72.44446078431372,72.44446078431372,96.59261437908495,120.09199745308612,98.0061128640128,-1,2024-03-05,20,29.0
632,BKN,BKN vs. PHI,2024-03-05,W,36,80,31,67,0.4626865671641791,10,27,0.3703703703703703,8,10,0.8,8,25,33,20,10,3,5,12,-3,1,PHI,83,30,60,0.5,11,25,0.44,12,16,0.75,5,25,30,19,9,5,2,14,70.8559090909091,70.8559090909091,94.47454545454545,112.90519171429854,117.13913640358473,5,2024-03-05,20,26.666666666666668
633,ATL,ATL @ NYK,2024-03-05,W,36,83,31,69,0.4492753623188406,9,27,0.3333333333333333,12,14,0.8571428571428571,10,27,37,17,12,5,4,9,5,0,NYK,78,30,72,0.4166666666666667,11,34,0.3235294117647059,7,9,0.7777777777777778,9,21,30,21,9,7,6,11,73.42443548387095,73.42443548387095,97.89924731182793,113.0413866351516,106.23166454869668,16,2024-03-05,20,27.666666666666668
634,WAS,WAS @ UTA,2024-03-04,L,36,101,36,74,0.4864864864864865,16,31,0.5161290322580645,13,15,0.8666666666666667,9,26,35,26,11,6,3,9,-1,0,UTA,102,39,77,0.5064935064935064,12,28,0.4285714285714285,12,14,0.8571428571428571,9,26,35,24,10,6,6,10,81.34457142857143,81.34457142857143,108.45942857142856,124.16317183340007,125.39251016838422,-12,2024-03-04,20,33.666666666666664
635,UTA,UTA vs. WAS,2024-03-04,W,36,102,39,77,0.5064935064935064,12,28,0.4285714285714285,12,14,0.8571428571428571,9,26,35,24,10,6,6,10,1,1,WAS,101,36,74,0.4864864864864865,16,31,0.5161290322580645,13,15,0.8666666666666667,9,26,35,26,11,6,3,9,81.34457142857143,81.34457142857143,108.45942857142856,125.39251016838422,124.16317183340007,12,2024-03-04,20,34.0
636,SAC,SAC vs. CHI,2024-03-04,L,36,91,35,72,0.4861111111111111,11,31,0.3548387096774194,10,10,1.0,14,27,41,23,12,5,5,15,14,1,CHI,77,29,65,0.4461538461538462,9,29,0.3103448275862069,10,13,0.7692307692307693,5,19,24,20,9,6,1,11,72.19274621212122,72.19274621212122,96.25699494949495,126.05144529703598,106.65891525133814,-4,2024-03-04,20,30.333333333333332
637,POR,POR @ MIN,2024-03-04,L,36,82,34,68,0.5,11,26,0.4230769230769231,3,6,0.5,8,22,30,20,9,4,3,20,-6,0,MIN,88,29,58,0.5,7,22,0.3181818181818182,23,29,0.7931034482758621,9,21,30,20,8,5,5,12,68.97771412680757,68.97771412680757,91.97028550241009,118.87897567793048,127.57743731290103,-5,2024-03-04,20,27.333333333333332
638,OKC,OKC @ LAL,2024-03-04,L,36,72,25,72,0.3472222222222222,11,28,0.3928571428571428,11,11,1.0,10,18,28,13,7,10,6,17,-17,0,LAL,89,32,60,0.5333333333333333,9,21,0.4285714285714285,16,21,0.7619047619047619,9,36,45,22,16,6,7,11,73.44036231884058,73.44036231884058,97.92048309178745,98.0387320087185,121.18676595522146,-12,2024-03-04,20,24.0
639,MIN,MIN vs. POR,2024-03-04,W,36,88,29,58,0.5,7,22,0.3181818181818182,23,29,0.7931034482758621,9,21,30,20,8,5,5,12,6,1,POR,82,34,68,0.5,11,26,0.4230769230769231,3,6,0.5,8,22,30,20,9,4,3,20,68.97771412680757,68.97771412680757,91.97028550241009,127.57743731290103,118.87897567793048,5,2024-03-04,20,29.333333333333332
640,MIL,MIL vs. LAC,2024-03-04,W,36,73,24,57,0.4210526315789473,9,28,0.3214285714285714,16,19,0.8421052631578947,4,27,31,12,10,5,2,12,-8,1,LAC,81,30,64,0.46875,11,26,0.4230769230769231,10,14,0.7142857142857143,4,29,33,20,10,8,2,16,72.61290322580645,72.61290322580645,96.81720430107526,100.53309640159928,111.55042203465126,7,2024-03-04,20,24.333333333333332
641,MEM,MEM @ BKN,2024-03-04,W,36,80,30,63,0.4761904761904761,11,29,0.3793103448275862,9,12,0.75,8,28,36,22,12,4,2,15,3,0,BKN,77,28,60,0.4666666666666667,12,30,0.4,9,19,0.4736842105263157,8,17,25,22,9,6,5,12,68.74595555555555,68.74595555555555,91.66127407407407,116.37048223927839,112.00658915530546,4,2024-03-04,20,26.666666666666668
642,LAL,LAL vs. OKC,2024-03-04,W,36,89,32,60,0.5333333333333333,9,21,0.4285714285714285,16,21,0.7619047619047619,9,36,45,22,16,6,7,11,17,1,OKC,72,25,72,0.3472222222222222,11,28,0.3928571428571428,11,11,1.0,10,18,28,13,7,10,6,17,73.44036231884058,73.44036231884058,97.92048309178745,121.18676595522146,98.0387320087185,12,2024-03-04,20,29.666666666666668
643,LAC,LAC @ MIL,2024-03-04,L,36,81,30,64,0.46875,11,26,0.4230769230769231,10,14,0.7142857142857143,4,29,33,20,10,8,2,16,8,0,MIL,73,24,57,0.4210526315789473,9,28,0.3214285714285714,16,19,0.8421052631578947,4,27,31,12,10,5,2,12,72.61290322580645,72.61290322580645,96.81720430107526,111.55042203465126,100.53309640159928,-7,2024-03-04,20,27.0
644,CHI,CHI @ SAC,2024-03-04,W,36,77,29,65,0.4461538461538462,9,29,0.3103448275862069,10,13,0.7692307692307693,5,19,24,20,9,6,1,11,-14,0,SAC,91,35,72,0.4861111111111111,11,31,0.3548387096774194,10,10,1.0,14,27,41,23,12,5,5,15,72.19274621212122,72.19274621212122,96.25699494949495,106.65891525133814,126.05144529703598,4,2024-03-04,20,25.666666666666668
645,BKN,BKN vs. MEM,2024-03-04,L,36,77,28,60,0.4666666666666667,12,30,0.4,9,19,0.4736842105263157,8,17,25,22,9,6,5,12,-3,1,MEM,80,30,63,0.4761904761904761,11,29,0.3793103448275862,9,12,0.75,8,28,36,22,12,4,2,15,68.74595555555555,68.74595555555555,91.66127407407407,112.00658915530546,116.37048223927839,-4,2024-03-04,20,25.666666666666668
646,TOR,TOR vs. CHA,2024-03-03,W,36,82,33,68,0.4852941176470588,9,28,0.3214285714285714,7,10,0.7,9,25,34,20,14,7,5,12,7,1,CHA,75,32,70,0.4571428571428571,4,18,0.2222222222222222,7,11,0.6363636363636364,9,23,32,16,12,7,2,8,75.55212316176471,75.55212316176471,100.73616421568627,108.53434234327173,99.26921555787048,5,2024-03-03,19,27.333333333333332
647,SAS,SAS vs. IND,2024-03-03,W,36,86,35,70,0.5,8,21,0.3809523809523809,8,10,0.8,9,28,37,25,11,6,7,13,9,1,IND,77,30,72,0.4166666666666667,4,23,0.1739130434782608,13,15,0.8666666666666667,11,25,36,14,11,7,3,7,75.70569004524887,75.70569004524887,100.94092006033182,113.59780215806536,101.70966007175619,12,2024-03-03,19,28.666666666666668
